OBJECTID,Statistical Areas Level 2 2021 code,Statistical Areas Level 2 2021 name,Area in square kilometres,Uniform Resource Identifier,The base year for projected persons (2022),Projected persons (2023),Projected persons (2024),Projected persons (2025),Projected persons (2026),Projected persons (2027),Projected persons (2028),Projected persons (2029),Projected persons (2030),Projected persons (2031),Projected persons (2032),The base year for annual population change (2022),Annual population change (2023),Annual population change (2024),Annual population change (2025),Annual population change (2026),Annual population change (2027),Annual population change (2028),Annual population change (2029),Annual population change (2030),Annual population change (2031),Annual population change (2032),The base year for population change (2022),Relative population change (2023),Relative population change (2024),Relative population change (2025),Relative population change (2026),Relative population change (2027),Relative population change (2028),Relative population change (2029),Relative population change (2030),Relative population change (2031),Relative population change (2032),The base year for percentage annual population change (2022),Percentage annual population change (2023),Percentage annual population change (2024),Percentage annual population change (2025),Percentage annual population change (2026),Percentage annual population change (2027),Percentage annual population change (2028),Percentage annual population change (2029),Percentage annual population change (2030),Percentage annual population change (2031),Percentage annual population change (2032),The base year for percentage relative population change (2022),Percentage relative population change (2023),Percentage relative population change (2024),Percentage relative population change (2025),Percentage relative population change (2026),Percentage relative population change (2027),Percentage relative population change (2028),Percentage relative population change (2029),Percentage relative population change (2030),Percentage relative population change (2031),Percentage relative population change (2032),globalid,Shape__Area,Shape__Length
1438,309091264,Molendinar,7.6539,https://linked.data.gov.au/dataset/asgsed3/SA2/309091264,6541,6639,6719,6805,6891,6979,7065,7153,7240,7327,7415,0,98,80,86,86,88,86,88,87,87,88,0,98,178,264,350,438,524,612,699,786,874,0,1.498242,1.205001,1.279952,1.263777,1.277028,1.232268,1.245577,1.216273,1.201657,1.201037,0,1.498242,2.721296,4.03608,5.350864,6.696224,8.011007,9.356368,10.686439,12.016511,13.361871,9b486397-e896-4a78-ad21-6daa45334c2a,0.000702033059496898,0.116309008910323
1439,309091265,Parkwood,6.2058,https://linked.data.gov.au/dataset/asgsed3/SA2/309091265,9000,9167,9310,9454,9601,9746,9892,10039,10185,10329,10473,0,167,143,144,147,145,146,147,146,144,144,0,167,310,454,601,746,892,1039,1185,1329,1473,0,1.855556,1.559943,1.546724,1.554897,1.510259,1.49805,1.486049,1.454328,1.413844,1.394133,0,1.855556,3.444444,5.044444,6.677778,8.288889,9.911111,11.544444,13.166667,14.766667,16.366667,1dfaafc8-d4a6-4e29-bc45-5545f6a0f366,0.000569062937302078,0.103509567616012
1440,309091540,Southport - North,7.7133,https://linked.data.gov.au/dataset/asgsed3/SA2/309091540,18732,19703,20527,21262,21916,22507,23085,23647,24193,24726,25245,0,971,824,735,654,591,578,562,546,533,519,0,971,1795,2530,3184,3775,4353,4915,5461,5994,6513,0,5.183643,4.182104,3.58065,3.07591,2.69666,2.56809,2.434481,2.308961,2.203117,2.099005,0,5.183643,9.582533,13.506299,16.997651,20.15268,23.238309,26.238522,29.153321,31.998719,34.769379,85bc6183-018a-4f4d-8501-094393f83919,0.000707362145476509,0.132962483930849
1441,309091541,Southport - South,6.6527,https://linked.data.gov.au/dataset/asgsed3/SA2/309091541,19326,19791,20175,20549,20909,21253,21587,21914,22230,22541,22837,0,465,384,374,360,344,334,327,316,311,296,0,465,849,1223,1583,1927,2261,2588,2904,3215,3511,0,2.406085,1.940276,1.853779,1.75191,1.645225,1.571543,1.514801,1.442001,1.39901,1.313163,0,2.406085,4.393046,6.328262,8.191038,9.971023,11.699265,13.391286,15.026389,16.63562,18.167236,52a22ac6-8bab-4baa-9176-b3a79ae7f325,0.000610241862887051,0.105903166019774
1442,309101267,Benowa,6.5536,https://linked.data.gov.au/dataset/asgsed3/SA2/309101267,10094,10297,10462,10624,10775,10914,11055,11188,11317,11443,11565,0,203,165,162,151,139,141,133,129,126,122,0,203,368,530,681,820,961,1094,1223,1349,1471,0,2.011096,1.602408,1.548461,1.42131,1.290023,1.291919,1.203076,1.153021,1.113369,1.066154,0,2.011096,3.64573,5.250644,6.746582,8.123638,9.520507,10.838122,12.116109,13.364375,14.573014,76313de7-2ba4-4380-ad1c-113a10d185fc,0.000601205366820068,0.130099315303472
1443,309101268,Bundall,3.902,https://linked.data.gov.au/dataset/asgsed3/SA2/309101268,4934,4972,4996,5020,5048,5075,5105,5134,5161,5187,5211,0,38,24,24,28,27,30,29,27,26,24,0,38,62,86,114,141,171,200,227,253,277,0,0.770166,0.482703,0.480384,0.557769,0.534865,0.591133,0.568071,0.525906,0.503778,0.462695,0,0.770166,1.256587,1.743008,2.310499,2.857722,3.465748,4.053506,4.60073,5.127685,5.614106,4b44d886-1608-4ee1-a1ff-a08feb71e879,0.000357982165041903,0.0965601701738289
1444,309101269,Main Beach,3.4601,https://linked.data.gov.au/dataset/asgsed3/SA2/309101269,4084,4154,4216,4276,4333,4390,4441,4491,4535,4579,4616,0,70,62,60,57,57,51,50,44,44,37,0,70,132,192,249,306,357,407,451,495,532,0,1.714006,1.492537,1.42315,1.333022,1.315486,1.161731,1.125873,0.979737,0.970232,0.808037,0,1.714006,3.232125,4.701273,6.096964,7.492654,8.74143,9.96572,11.043095,12.12047,13.026445,a34ba6fc-b10b-4a9c-bfac-292a95b69398,0.000317300459300895,0.192320126132219
1445,309101561,Surfers Paradise - North,2.4569,https://linked.data.gov.au/dataset/asgsed3/SA2/309101561,12927,13716,14359,14941,15467,15945,16396,16830,17245,17642,18023,0,789,643,582,526,478,451,434,415,397,381,0,789,1432,2014,2540,3018,3469,3903,4318,4715,5096,0,6.103504,4.687956,4.053207,3.520514,3.090451,2.828473,2.646987,2.465835,2.302117,2.159619,0,6.103504,11.07759,15.579794,19.648797,23.346484,26.835306,30.19262,33.402955,36.474047,39.421366,633bf515-a9b9-4224-81d0-4f720ec1b1e9,0.000225393059736234,0.115049763361761
1446,309101562,Surfers Paradise - South,3.3392,https://linked.data.gov.au/dataset/asgsed3/SA2/309101562,15127,15838,16418,16975,17513,18022,18503,18964,19400,19822,20226,0,711,580,557,538,509,481,461,436,422,404,0,711,1291,1848,2386,2895,3376,3837,4273,4695,5099,0,4.700205,3.662079,3.392618,3.169367,2.906412,2.66896,2.491488,2.299093,2.175258,2.038139,0,4.700205,8.534409,12.216566,15.773121,19.137965,22.31771,25.365241,28.247504,31.037218,33.707939,f481049b-75d2-44b1-a8ce-af260eb9a8ff,0.000306348029425862,0.0788558741049031
1447,310011271,Darra - Sumner,7.464,https://linked.data.gov.au/dataset/asgsed3/SA2/310011271,4767,4830,4857,4872,4874,4861,4843,4821,4795,4765,4727,0,63,27,15,2,-13,-18,-22,-26,-30,-38,0,63,90,105,107,94,76,54,28,-2,-40,0,1.321586,0.559006,0.308833,0.041051,-0.266721,-0.370294,-0.454264,-0.539307,-0.625652,-0.797482,0,1.321586,1.88798,2.202643,2.244598,1.97189,1.594294,1.132788,0.587372,-0.041955,-0.839102,b8fdecfc-4ac0-42b9-b7a7-9f950986b732,0.000682052493175433,0.146036177393331
1448,310011272,Durack,4.3652,https://linked.data.gov.au/dataset/asgsed3/SA2/310011272,8434,8584,8692,8787,8866,8931,8985,9031,9064,9091,9106,0,150,108,95,79,65,54,46,33,27,15,0,150,258,353,432,497,551,597,630,657,672,0,1.778516,1.258155,1.092959,0.899055,0.733138,0.604636,0.511964,0.365408,0.297882,0.164998,0,1.778516,3.059047,4.18544,5.122125,5.892815,6.53308,7.078492,7.469765,7.789898,7.96775,7e0b9e51-d9cc-4954-8f68-a0387811e0c6,0.000398935867451655,0.114292234101671
1449,310011274,Inala - Richlands,10.8743,https://linked.data.gov.au/dataset/asgsed3/SA2/310011274,20431,20983,21445,21878,22289,22672,23039,23386,23711,24014,24297,0,552,462,433,411,383,367,347,325,303,283,0,552,1014,1447,1858,2241,2608,2955,3280,3583,3866,0,2.701777,2.201782,2.019119,1.8786,1.718336,1.618737,1.506142,1.38972,1.277888,1.178479,0,2.701777,4.963046,7.082375,9.094024,10.968626,12.764916,14.463316,16.054036,17.537076,18.922226,ef6eeac7-6141-4579-8a3a-3552dbb81027,0.000993981311239622,0.159642763822684
1450,310011275,Oxley (Qld),6.9162,https://linked.data.gov.au/dataset/asgsed3/SA2/310011275,8827,9024,9197,9362,9518,9666,9804,9939,10066,10190,10304,0,197,173,165,156,148,138,135,127,124,114,0,197,370,535,691,839,977,1112,1239,1363,1477,0,2.231789,1.91711,1.794063,1.666311,1.554949,1.427685,1.376989,1.277795,1.23187,1.118744,0,2.231789,4.191685,6.060949,7.828254,9.504928,11.068313,12.597712,14.036479,15.44126,16.732752,f31f27fa-2d0f-411c-bb08-7f5b28e163b6,0.000631977122793614,0.155484109409601
1451,310011276,Wacol,19.0567,https://linked.data.gov.au/dataset/asgsed3/SA2/310011276,6430,6503,6571,6634,6694,6749,6805,6859,6911,6956,7003,0,73,68,63,60,55,56,54,52,45,47,0,73,141,204,264,319,375,429,481,526,573,0,1.135303,1.045671,0.958758,0.904432,0.821631,0.829753,0.793534,0.758128,0.651136,0.675676,0,1.135303,2.192846,3.172628,4.105754,4.96112,5.832037,6.671851,7.48056,8.180404,8.911353,145a8983-bdcb-4301-9c55-a832336a9daf,0.0017417932817807,0.223352227602213
1452,310011563,Doolandella,4.0295,https://linked.data.gov.au/dataset/asgsed3/SA2/310011563,9058,9479,9854,10210,10544,10857,11160,11451,11736,12010,12271,0,421,375,356,334,313,303,291,285,274,261,0,421,796,1152,1486,1799,2102,2393,2678,2952,3213,0,4.647825,3.956114,3.612746,3.271303,2.968513,2.790826,2.607527,2.488866,2.334697,2.173189,0,4.647825,8.787812,12.718039,16.405388,19.860896,23.206006,26.418635,29.565025,32.589976,35.471406,0bb92bac-0d56-4512-a2db-8f4c84cc761a,0.000368384466128191,0.0870750411403209
1453,310011564,Forest Lake - Ellen Grove,11.0079,https://linked.data.gov.au/dataset/asgsed3/SA2/310011564,23059,23457,23766,24043,24282,24487,24670,24827,24958,25068,25152,0,398,309,277,239,205,183,157,131,110,84,0,398,707,984,1223,1428,1611,1768,1899,2009,2093,0,1.726007,1.317304,1.165531,0.994052,0.844247,0.747335,0.6364,0.527651,0.44074,0.335089,0,1.726007,3.066048,4.267314,5.303786,6.19281,6.986426,7.667288,8.235396,8.712433,9.076716,52a07d17-ebb7-4e7e-af7a-ccee2c7d0bc2,0.00100642926599903,0.155546631912562
1454,310021277,Boonah,2099.4596,https://linked.data.gov.au/dataset/asgsed3/SA2/310021277,12958,13218,13446,13650,13824,13974,14114,14246,14369,14483,14585,0,260,228,204,174,150,140,132,123,114,102,0,260,488,692,866,1016,1156,1288,1411,1525,1627,0,2.006482,1.724921,1.51718,1.274725,1.085069,1.001861,0.935242,0.8634,0.793375,0.704274,0,2.006482,3.766013,5.34033,6.68313,7.840716,8.92113,9.939806,10.889026,11.768791,12.55595,898a4059-8973-406c-b8e5-a5f080bbd797,0.192594558899145,2.87762099281857
1455,310021278,Esk,1889.6919,https://linked.data.gov.au/dataset/asgsed3/SA2/310021278,5132,5214,5282,5336,5373,5401,5424,5440,5451,5457,5458,0,82,68,54,37,28,23,16,11,6,1,0,82,150,204,241,269,292,308,319,325,326,0,1.597818,1.304181,1.02234,0.693403,0.521124,0.425847,0.294985,0.202206,0.110072,0.018325,0,1.597818,2.922837,3.975058,4.696025,5.241621,5.68979,6.001559,6.2159,6.332814,6.352299,1f0591e2-a762-4568-bb22-ae65b3099216,0.172135980182702,3.51267963487024
1456,310021279,Lake Manchester - England Creek,112.8254,https://linked.data.gov.au/dataset/asgsed3/SA2/310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a013cbbb-091e-4f05-b4ef-b09d55725e5a,0.0102963156368787,0.742607204353731
1457,310021280,Lockyer Valley - East,741.5888,https://linked.data.gov.au/dataset/asgsed3/SA2/310021280,22218,22806,23321,23783,24185,24545,24883,25205,25507,25785,26047,0,588,515,462,402,360,338,322,302,278,262,0,588,1103,1565,1967,2327,2665,2987,3289,3567,3829,0,2.646503,2.258178,1.981047,1.690283,1.488526,1.377063,1.294056,1.198175,1.089897,1.016095,0,2.646503,4.964443,7.043838,8.853182,10.47349,11.994779,13.444054,14.803313,16.05455,17.233774,73a508a4-9b80-4735-8344-f6fea2062139,0.067815001244071,2.02146040232551
1458,310021281,Lowood,617.6973,https://linked.data.gov.au/dataset/asgsed3/SA2/310021281,14666,14925,15150,15347,15523,15677,15815,15944,16057,16162,16254,0,259,225,197,176,154,138,129,113,105,92,0,259,484,681,857,1011,1149,1278,1391,1496,1588,0,1.765989,1.507538,1.30033,1.146804,0.992076,0.88027,0.815681,0.708731,0.65392,0.569236,0,1.765989,3.30015,4.643393,5.843447,6.893495,7.834447,8.714032,9.484522,10.200464,10.827765,e448112f-b4e1-4f82-a739-daf8591b6abd,0.0563839313217613,2.06927196885199
1459,310021282,Rosewood,674.5529,https://linked.data.gov.au/dataset/asgsed3/SA2/310021282,15068,15539,15966,16357,16708,17019,17319,17612,17894,18170,18434,0,471,427,391,351,311,300,293,282,276,264,0,471,898,1289,1640,1951,2251,2544,2826,3102,3366,0,3.12583,2.747925,2.448954,2.14587,1.861384,1.762736,1.691784,1.601181,1.542416,1.452944,0,3.12583,5.95965,8.554553,10.883993,12.947969,14.938943,16.883462,18.754977,20.586674,22.338731,35c34b5b-3ed0-4f8e-a2d7-e1da8299f940,0.0617056323903853,1.92066057489853
1460,310031283,Brassall,8.2062,https://linked.data.gov.au/dataset/asgsed3/SA2/310031283,12542,12835,13097,13335,13547,13734,13914,14082,14240,14384,14517,0,293,262,238,212,187,180,168,158,144,133,0,293,555,793,1005,1192,1372,1540,1698,1842,1975,0,2.336151,2.041293,1.81721,1.589801,1.380379,1.310616,1.207417,1.122,1.011236,0.924638,0,2.336151,4.425132,6.322756,8.013076,9.504066,10.939244,12.278743,13.538511,14.686653,15.74709,e220058b-189f-41bd-a2bb-b837fe496a7a,0.000750019822135073,0.140097207659905
1461,310031284,Bundamba,17.2485,https://linked.data.gov.au/dataset/asgsed3/SA2/310031284,9603,9787,9949,10098,10235,10366,10487,10605,10711,10811,10902,0,184,162,149,137,131,121,118,106,100,91,0,184,346,495,632,763,884,1002,1108,1208,1299,0,1.916068,1.655257,1.497638,1.356704,1.279922,1.167278,1.125203,0.999529,0.93362,0.841735,0,1.916068,3.603041,5.154639,6.581277,7.945434,9.205457,10.434239,11.538061,12.579402,13.527023,cf7a7639-5755-4f46-b864-1fa5a3214301,0.00157679077665307,0.241342148040028
1462,310031285,Churchill - Yamanto,9.3656,https://linked.data.gov.au/dataset/asgsed3/SA2/310031285,6966,6991,6998,6992,6977,6953,6922,6886,6845,6798,6749,0,25,7,-6,-15,-24,-31,-36,-41,-47,-49,0,25,32,26,11,-13,-44,-80,-121,-168,-217,0,0.358886,0.100129,-0.085739,-0.214531,-0.343987,-0.445851,-0.520081,-0.595411,-0.686633,-0.7208,0,0.358886,0.459374,0.373241,0.15791,-0.186621,-0.631639,-1.148435,-1.737008,-2.411714,-3.115131,c3717341-42b0-4ae9-84af-ef97313f8a24,0.000856494180425216,0.21225973111989
1463,310031286,Ipswich - Central,7.8712,https://linked.data.gov.au/dataset/asgsed3/SA2/310031286,6871,6960,7029,7091,7139,7180,7213,7237,7259,7270,7275,0,89,69,62,48,41,33,24,22,11,5,0,89,158,220,268,309,342,366,388,399,404,0,1.295299,0.991379,0.88206,0.676914,0.57431,0.45961,0.332733,0.303993,0.151536,0.068776,0,1.295299,2.29952,3.201863,3.900451,4.497162,4.977441,5.326736,5.646922,5.807015,5.879785,4058cf8b-a87b-403c-99c9-d9494fe6b17a,0.000719639532235306,0.147113383753655
1464,310031287,Ipswich - East,11.4813,https://linked.data.gov.au/dataset/asgsed3/SA2/310031287,18361,18488,18574,18640,18676,18694,18700,18692,18672,18639,18594,0,127,86,66,36,18,6,-8,-20,-33,-45,0,127,213,279,315,333,339,331,311,278,233,0,0.691683,0.465167,0.355335,0.193133,0.09638,0.032096,-0.042781,-0.106998,-0.176735,-0.241429,0,0.691683,1.160068,1.519525,1.715593,1.813627,1.846305,1.802734,1.693808,1.514079,1.268994,a16df970-9e40-4ead-9bfc-066f696dfff2,0.00104963708236028,0.223958878658481
1465,310031288,Ipswich - North,65.1896,https://linked.data.gov.au/dataset/asgsed3/SA2/310031288,4609,4625,4629,4629,4621,4605,4584,4561,4534,4505,4472,0,16,4,0,-8,-16,-21,-23,-27,-29,-33,0,16,20,20,12,-4,-25,-48,-75,-104,-137,0,0.347147,0.086486,0,-0.172824,-0.346245,-0.456026,-0.501745,-0.591975,-0.639612,-0.732519,0,0.347147,0.433934,0.433934,0.26036,-0.086787,-0.542417,-1.041441,-1.627251,-2.256455,-2.972445,2d48f650-0cba-40dd-a05a-2ce437e62bd3,0.00595610183017925,0.52978430102876
1466,310031289,Karalee - Barellan Point,19.2137,https://linked.data.gov.au/dataset/asgsed3/SA2/310031289,6992,7226,7438,7637,7815,7978,8137,8294,8445,8594,8741,0,234,212,199,178,163,159,157,151,149,147,0,234,446,645,823,986,1145,1302,1453,1602,1749,0,3.346682,2.93385,2.67545,2.330758,2.085733,1.992981,1.929458,1.820593,1.764358,1.710496,0,3.346682,6.378719,9.224828,11.770595,14.101831,16.375858,18.621281,20.780892,22.911899,25.014302,df169d6c-6a73-49de-973b-136cf3a5ea7d,0.00175575590310473,0.252757988772947
1467,310031290,Karana Downs,62.1929,https://linked.data.gov.au/dataset/asgsed3/SA2/310031290,6161,6196,6217,6231,6240,6239,6233,6225,6214,6200,6183,0,35,21,14,9,-1,-6,-8,-11,-14,-17,0,35,56,70,79,78,72,64,53,39,22,0,0.56809,0.338928,0.225189,0.144439,-0.016026,-0.096169,-0.128349,-0.176707,-0.225298,-0.274194,0,0.56809,0.908943,1.136179,1.282259,1.266028,1.168641,1.038792,0.86025,0.633014,0.357085,761a2ddf-b063-4342-906c-2d47e8c01d8d,0.00568097327823125,0.520665614570265
1468,310031291,Leichhardt - One Mile,20.2237,https://linked.data.gov.au/dataset/asgsed3/SA2/310031291,8488,8631,8761,8884,9000,9111,9217,9316,9408,9494,9576,0,143,130,123,116,111,106,99,92,86,82,0,143,273,396,512,623,729,828,920,1006,1088,0,1.684731,1.506199,1.403949,1.305718,1.233333,1.163429,1.074102,0.987548,0.914116,0.863703,0,1.684731,3.216305,4.66541,6.032045,7.339774,8.588596,9.754948,10.838831,11.852026,12.818096,a7601372-f98a-48b5-97d3-f46bea25ccc5,0.00184875039622057,0.267391953756087
1469,310031292,North Ipswich - Tivoli,9.564,https://linked.data.gov.au/dataset/asgsed3/SA2/310031292,6481,6509,6525,6531,6521,6506,6485,6459,6428,6393,6350,0,28,16,6,-10,-15,-21,-26,-31,-35,-43,0,28,44,50,40,25,4,-22,-53,-88,-131,0,0.432032,0.245813,0.091954,-0.153116,-0.230026,-0.322779,-0.400925,-0.47995,-0.544493,-0.672611,0,0.432032,0.678908,0.771486,0.617189,0.385743,0.061719,-0.339454,-0.817775,-1.357815,-2.021293,e42fa2ff-5508-4515-b461-6e3d405c8c99,0.000874180484061071,0.189674964120172
1470,310031293,Raceview,9.1487,https://linked.data.gov.au/dataset/asgsed3/SA2/310031293,15571,15743,15886,16013,16125,16218,16298,16364,16418,16455,16481,0,172,143,127,112,93,80,66,54,37,26,0,172,315,442,554,647,727,793,847,884,910,0,1.104618,0.90834,0.799446,0.699432,0.576744,0.493279,0.404958,0.329993,0.225362,0.158007,0,1.104618,2.022991,2.83861,3.557896,4.15516,4.668936,5.092801,5.439599,5.67722,5.844198,0e9b3c75-f567-44ca-8b74-f94c9144a2b9,0.000836562359381787,0.142801222498699
1471,310031294,Ripley,130.5657,https://linked.data.gov.au/dataset/asgsed3/SA2/310031294,15723,18552,21203,23677,25977,28094,30218,32352,34492,36642,38797,0,2829,2651,2474,2300,2117,2124,2134,2140,2150,2155,0,2829,5480,7954,10254,12371,14495,16629,18769,20919,23074,0,17.992749,14.289564,11.66816,9.714069,8.149517,7.560333,7.062016,6.614738,6.233329,5.881229,0,17.992749,34.853399,50.58831,65.216562,78.680913,92.189786,105.762259,119.372893,133.047128,146.753164,fd9ad005-ae6d-4134-9db5-4bd9cb175f16,0.0119456007032568,0.661474319486051
1472,310031295,Riverview,7.7848,https://linked.data.gov.au/dataset/asgsed3/SA2/310031295,3128,3205,3269,3329,3380,3431,3476,3518,3553,3588,3621,0,77,64,60,51,51,45,42,35,35,33,0,77,141,201,252,303,348,390,425,460,493,0,2.461637,1.99688,1.835424,1.531992,1.508876,1.311571,1.208285,0.994883,0.985083,0.919732,0,2.461637,4.507673,6.425831,8.056266,9.686701,11.12532,12.468031,13.586957,14.705882,15.76087,cc051d5d-cad8-49b6-9637-945467a9a011,0.000711557702743448,0.16646953274499
1473,310041297,Camira - Gailes,9.396,https://linked.data.gov.au/dataset/asgsed3/SA2/310041297,9450,9542,9617,9676,9726,9762,9792,9815,9830,9840,9842,0,92,75,59,50,36,30,23,15,10,2,0,92,167,226,276,312,342,365,380,390,392,0,0.973545,0.785999,0.613497,0.516742,0.370142,0.307314,0.234886,0.152827,0.101729,0.020325,0,0.973545,1.767196,2.391534,2.920635,3.301587,3.619048,3.862434,4.021164,4.126984,4.148148,f8e0017e-5530-4efe-a77e-a75ea8687e02,0.000859103138736828,0.197351744786861
1474,310041298,Carole Park,4.0275,https://linked.data.gov.au/dataset/asgsed3/SA2/310041298,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7ec3152d-ae64-48bb-be32-06b46b881cd9,0.000368220507880324,0.094612629074772
1475,310041299,Collingwood Park - Redbank,15.7435,https://linked.data.gov.au/dataset/asgsed3/SA2/310041299,12812,13372,13887,14368,14816,15233,15640,16036,16420,16795,17160,0,560,515,481,448,417,407,396,384,375,365,0,560,1075,1556,2004,2421,2828,3224,3608,3983,4348,0,4.370902,3.851331,3.463671,3.11804,2.814525,2.671831,2.531969,2.394612,2.2838,2.173266,0,4.370902,8.390571,12.144864,15.641586,18.896347,22.073057,25.163909,28.161099,31.088042,33.936934,50d50ab2-e6a4-43b4-830b-b868c132a4a2,0.00143930604917841,0.239909026890947
1476,310041300,Goodna,7.8594,https://linked.data.gov.au/dataset/asgsed3/SA2/310041300,11168,11387,11569,11738,11891,12028,12158,12277,12383,12479,12565,0,219,182,169,153,137,130,119,106,96,86,0,219,401,570,723,860,990,1109,1215,1311,1397,0,1.96096,1.598314,1.4608,1.303459,1.152132,1.080811,0.978779,0.863403,0.775256,0.689158,0,1.96096,3.590616,5.103868,6.473854,7.700573,8.864613,9.930158,10.879298,11.738897,12.508954,fd6e59bb-dcfb-4383-8819-1245ba7f4bbb,0.000718458938990807,0.168624460715685
1477,310041301,New Chum,5.9998,https://linked.data.gov.au/dataset/asgsed3/SA2/310041301,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76abf9f8-9602-4495-86fe-e3d91a9bc139,0.000548528278613958,0.131947999052094
1478,310041302,Redbank Plains,19.3744,https://linked.data.gov.au/dataset/asgsed3/SA2/310041302,26069,27091,28021,28911,29762,30556,31327,32076,32796,33497,34175,0,1022,930,890,851,794,771,749,720,701,678,0,1022,1952,2842,3693,4487,5258,6007,6727,7428,8106,0,3.920365,3.432874,3.176189,2.943516,2.667831,2.523236,2.390909,2.244669,2.137456,2.024062,0,3.920365,7.487821,10.901837,14.166251,17.212014,20.16955,23.042694,25.804595,28.493613,31.094403,6c3a3aba-8acb-40f8-96fd-4d592a9f8e1a,0.00177189820215062,0.244227621232303
1479,310041303,Springfield,6.6757,https://linked.data.gov.au/dataset/asgsed3/SA2/310041303,7728,8035,8311,8569,8813,9042,9262,9472,9676,9875,10070,0,307,276,258,244,229,220,210,204,199,195,0,307,583,841,1085,1314,1534,1744,1948,2147,2342,0,3.972567,3.434972,3.10432,2.847473,2.598434,2.43309,2.267329,2.153716,2.056635,1.974684,0,3.972567,7.543996,10.882505,14.039855,17.003106,19.849896,22.567288,25.207039,27.782091,30.305383,1d8173e6-4ab9-4e6a-acde-2cc169638c4f,0.000610541680998722,0.13525008297829
1480,310041304,Springfield Lakes,18.4136,https://linked.data.gov.au/dataset/asgsed3/SA2/310041304,25979,28300,30423,32399,34227,35906,37559,39191,40799,42386,43948,0,2321,2123,1976,1828,1679,1653,1632,1608,1587,1562,0,2321,4444,6420,8248,9927,11580,13212,14820,16407,17969,0,8.934139,7.501767,6.495086,5.642149,4.905484,4.603687,4.345164,4.102983,3.889801,3.685179,0,8.934139,17.106124,24.712268,31.74872,38.211632,44.574464,50.856461,57.046076,63.154856,69.167404,825c1392-22a5-4f2a-b688-2dc8c19719fe,0.00168454904905957,0.210338488178766
1481,310041565,Augustine Heights - Brookwater,9.5941,https://linked.data.gov.au/dataset/asgsed3/SA2/310041565,9414,9684,9917,10137,10345,10543,10731,10910,11081,11244,11400,0,270,233,220,208,198,188,179,171,163,156,0,270,503,723,931,1129,1317,1496,1667,1830,1986,0,2.868069,2.406031,2.218413,2.051889,1.913968,1.783174,1.668064,1.567369,1.470986,1.387407,0,2.868069,5.343106,7.680051,9.889526,11.992777,13.989802,15.891226,17.707669,19.439133,21.09624,776a9e2b-9a91-4b4f-8039-1ee62aef7f93,0.000877515735737688,0.152674529217816
