Postcode,State,Fuel Type, 31-Jan-2021 , 31-Jan-2022 , 31-Jan-2023 , 31-Jan-2024 , 31-Jan-2025 
3852,VIC,ICE,83,83,89,79,83
3854,VIC,BEV,0,0,0,3,5
3854,VIC,Hybrid/PHEV,3,4,5,9,20
3854,VIC,ICE,1355,1357,1393,1438,1482
3856,VIC,BEV,0,0,0,0,0
3856,VIC,Hybrid/PHEV,3,3,0,8,12
3856,VIC,ICE,984,1044,1049,1060,1084
3857,VIC,BEV,0,0,0,0,3
3857,VIC,Hybrid/PHEV,0,0,3,4,6
3857,VIC,ICE,411,418,388,381,408
3858,VIC,BEV,0,0,0,5,7
3858,VIC,Hybrid/PHEV,7,11,22,30,38
3858,VIC,ICE,2991,3164,3253,3313,3401
3859,VIC,BEV,0,0,0,0,3
3859,VIC,Hybrid/PHEV,0,3,6,7,7
3859,VIC,ICE,896,899,951,950,974
3860,VIC,BEV,0,3,0,10,16
3860,VIC,Hybrid/PHEV,26,44,56,74,112
3860,VIC,ICE,7089,7198,7242,7233,7229
3862,VIC,BEV,3,0,0,7,7
3862,VIC,Hybrid/PHEV,12,22,29,39,37
3862,VIC,ICE,3212,3404,3519,3580,3678
3864,VIC,Hybrid/PHEV,0,3,0,0,0
3864,VIC,ICE,244,236,245,249,246
3865,VIC,Hybrid/PHEV,3,3,3,3,4
3865,VIC,ICE,568,561,561,575,579
3869,VIC,BEV,0,0,6,5,6
3869,VIC,Hybrid/PHEV,9,14,16,23,32
3869,VIC,ICE,1676,1726,1783,1807,1864
3870,VIC,BEV,0,0,0,3,5
3870,VIC,Hybrid/PHEV,3,5,5,10,13
3870,VIC,ICE,1343,1345,1351,1341,1358
3871,VIC,BEV,0,3,5,9,17
3871,VIC,Hybrid/PHEV,5,9,16,20,36
3871,VIC,ICE,2743,2753,2762,2754,2768
3873,VIC,BEV,0,0,0,3,0
3873,VIC,Hybrid/PHEV,0,3,0,3,3
3873,VIC,ICE,333,349,347,351,354
3874,VIC,BEV,0,0,3,3,0
3874,VIC,Hybrid/PHEV,6,6,10,12,12
3874,VIC,ICE,697,690,709,702,711
3875,VIC,BEV,7,12,28,61,95
3875,VIC,Hybrid/PHEV,87,135,177,212,298
3875,VIC,ICE,18053,18595,18731,18796,19054
3878,VIC,BEV,0,0,0,4,8
3878,VIC,Hybrid/PHEV,8,11,13,18,24
3878,VIC,ICE,1170,1226,1225,1290,1307
3880,VIC,BEV,3,4,7,13,17
3880,VIC,Hybrid/PHEV,21,27,43,48,67
3880,VIC,ICE,3938,4097,4116,4130,4199
3882,VIC,BEV,0,0,0,0,0
3882,VIC,Hybrid/PHEV,3,5,6,7,13
3882,VIC,ICE,1222,1275,1352,1396,1419
3885,VIC,BEV,0,0,0,4,11
3885,VIC,Hybrid/PHEV,4,5,7,7,12
3885,VIC,ICE,1985,1973,2003,2010,2040
3886,VIC,BEV,0,0,3,0,0
3886,VIC,Hybrid/PHEV,0,5,5,6,5
3886,VIC,ICE,435,412,407,411,421
3887,VIC,Hybrid/PHEV,3,3,0,3,3
3887,VIC,ICE,379,374,362,370,373
3888,VIC,BEV,0,3,0,6,10
3888,VIC,Hybrid/PHEV,7,15,16,23,37
3888,VIC,ICE,3391,3438,3516,3503,3461
3889,VIC,BEV,0,0,0,0,3
3889,VIC,ICE,229,233,228,213,215
3890,VIC,Hybrid/PHEV,3,0,3,3,0
3890,VIC,ICE,363,370,382,391,382
3891,VIC,ICE,177,179,170,160,167
3892,VIC,BEV,0,0,0,0,3
3892,VIC,Hybrid/PHEV,3,3,5,5,8
3892,VIC,ICE,1153,1177,1167,1148,1136
3893,VIC,ICE,23,28,34,31,31
3895,VIC,ICE,223,217,221,217,210
3896,VIC,Hybrid/PHEV,3,0,3,3,3
3896,VIC,ICE,465,479,469,453,429
3898,VIC,BEV,0,0,0,0,4
3898,VIC,Hybrid/PHEV,3,0,3,3,4
3898,VIC,ICE,777,815,773,787,802
3900,VIC,Hybrid/PHEV,0,3,0,3,0
3900,VIC,ICE,242,255,265,261,265
3902,VIC,BEV,0,0,0,0,0
3902,VIC,Hybrid/PHEV,0,0,0,4,5
3902,VIC,ICE,427,444,452,479,462
3903,VIC,BEV,0,0,0,0,0
3903,VIC,Hybrid/PHEV,0,3,5,6,10
3903,VIC,ICE,817,862,892,887,933
3904,VIC,BEV,0,3,3,6,15
3904,VIC,Hybrid/PHEV,11,14,16,17,23
3904,VIC,ICE,1743,1857,1914,1934,1931
3909,VIC,BEV,0,3,6,10,26
3909,VIC,Hybrid/PHEV,34,48,62,80,115
3909,VIC,ICE,7337,7532,7550,7521,7537
3910,VIC,BEV,7,16,35,83,137
3910,VIC,Hybrid/PHEV,86,130,166,231,356
3910,VIC,ICE,17567,17613,17583,17456,17673
3911,VIC,BEV,0,4,10,16,28
3911,VIC,Hybrid/PHEV,3,6,13,24,46
3911,VIC,ICE,3119,3172,3098,3101,3208
3912,VIC,BEV,4,11,23,44,87
3912,VIC,Hybrid/PHEV,56,76,118,158,240
3912,VIC,ICE,12987,13029,13124,13138,13310
3913,VIC,BEV,0,3,4,11,24
3913,VIC,Hybrid/PHEV,14,16,28,37,52
3913,VIC,ICE,3181,3146,3142,3240,3275
3915,VIC,BEV,4,4,12,15,32
3915,VIC,Hybrid/PHEV,26,42,61,86,135
3915,VIC,ICE,8066,8159,8209,8366,8545
3916,VIC,BEV,6,12,19,29,34
3916,VIC,Hybrid/PHEV,9,15,17,14,22
3916,VIC,ICE,1045,1098,1084,1042,1028
3918,VIC,BEV,3,4,8,18,35
3918,VIC,Hybrid/PHEV,18,25,42,50,68
3918,VIC,ICE,3586,3624,3612,3619,3611
3919,VIC,BEV,0,3,4,4,12
3919,VIC,Hybrid/PHEV,8,16,24,36,54
3919,VIC,ICE,2565,2521,2591,2622,2703
3920,VIC,Hybrid/PHEV,0,0,0,4,5
3920,VIC,ICE,502,519,493,465,466
3921,VIC,BEV,0,0,0,3,3
3921,VIC,ICE,165,177,175,195,215
3922,VIC,BEV,3,13,30,62,80
3922,VIC,Hybrid/PHEV,84,108,128,153,259
3922,VIC,ICE,8648,9563,9554,9411,9476
3923,VIC,BEV,0,3,3,9,11
3923,VIC,Hybrid/PHEV,4,8,13,17,24
3923,VIC,ICE,738,843,808,792,796
3925,VIC,BEV,0,4,11,34,53
3925,VIC,Hybrid/PHEV,27,42,61,71,107
3925,VIC,ICE,3721,4034,4086,4098,4209
3926,VIC,BEV,5,11,19,36,52
3926,VIC,Hybrid/PHEV,29,37,51,54,80
3926,VIC,ICE,2967,3035,3005,3007,2980
3927,VIC,BEV,7,10,15,26,46
3927,VIC,Hybrid/PHEV,14,20,27,30,50
3927,VIC,ICE,1508,1549,1512,1540,1552
3928,VIC,BEV,0,5,9,12,15
3928,VIC,Hybrid/PHEV,5,4,5,5,5
3928,VIC,ICE,540,553,521,524,507
3929,VIC,BEV,4,14,24,30,40
3929,VIC,Hybrid/PHEV,15,16,16,21,33
3929,VIC,ICE,1073,1197,1184,1184,1220
3930,VIC,BEV,29,53,110,237,356
3930,VIC,Hybrid/PHEV,101,161,194,262,401
3930,VIC,ICE,14253,14144,14051,13901,13922
3931,VIC,BEV,22,56,94,183,304
3931,VIC,Hybrid/PHEV,145,202,256,359,582
3931,VIC,ICE,21138,21060,21057,21167,21227
3933,VIC,BEV,3,0,4,8,12
3933,VIC,Hybrid/PHEV,5,6,7,8,10
3933,VIC,ICE,1136,1124,1110,1121,1123
3934,VIC,BEV,17,45,97,174,285
3934,VIC,Hybrid/PHEV,106,141,189,263,409
3934,VIC,ICE,14543,14671,14705,14732,14781
3936,VIC,BEV,12,28,57,103,146
3936,VIC,Hybrid/PHEV,85,100,124,184,248
3936,VIC,ICE,11006,11358,11275,11221,11379
3937,VIC,BEV,4,10,23,43,54
3937,VIC,Hybrid/PHEV,17,21,21,26,44
3937,VIC,ICE,1539,1592,1523,1476,1491
3938,VIC,BEV,3,9,15,25,40
3938,VIC,Hybrid/PHEV,25,28,39,45,60
3938,VIC,ICE,2978,3010,2988,2978,2986
3939,VIC,BEV,7,22,41,94,133
3939,VIC,Hybrid/PHEV,87,120,162,211,319
3939,VIC,ICE,12940,13128,13008,12922,13205
3940,VIC,BEV,0,0,4,9,15
3940,VIC,Hybrid/PHEV,19,26,29,46,73
3940,VIC,ICE,3760,3771,3758,3724,3734
3941,VIC,BEV,8,21,40,90,126
3941,VIC,Hybrid/PHEV,56,77,104,131,202
3941,VIC,ICE,11674,12021,11701,11556,11765
3942,VIC,BEV,3,10,25,38,53
3942,VIC,Hybrid/PHEV,21,28,39,43,71
3942,VIC,ICE,2669,2829,2762,2742,2799
3943,VIC,BEV,9,18,25,35,50
3943,VIC,Hybrid/PHEV,18,23,36,50,60
3943,VIC,ICE,2042,2216,2164,2111,2138
3944,VIC,BEV,5,10,17,26,37
3944,VIC,Hybrid/PHEV,4,9,13,16,22
3944,VIC,ICE,1030,1189,1137,1148,1122
3945,VIC,BEV,3,3,4,4,10
3945,VIC,Hybrid/PHEV,7,13,15,15,17
3945,VIC,ICE,1008,1030,1026,1021,1048
3946,VIC,BEV,0,0,0,3,0
3946,VIC,Hybrid/PHEV,3,3,3,3,4
3946,VIC,ICE,258,268,276,257,270
3950,VIC,BEV,0,3,5,6,11
3950,VIC,Hybrid/PHEV,16,30,39,56,74
3950,VIC,ICE,4462,4554,4609,4633,4714
3951,VIC,BEV,0,4,6,8,11
3951,VIC,Hybrid/PHEV,9,8,8,12,20
3951,VIC,ICE,1063,1085,1083,1090,1043
3953,VIC,BEV,6,8,11,18,34
3953,VIC,Hybrid/PHEV,38,64,82,109,169
3953,VIC,ICE,7470,7595,7699,7755,7861
3954,VIC,BEV,0,0,3,0,0
3954,VIC,Hybrid/PHEV,3,0,0,3,5
3954,VIC,ICE,363,379,384,387,386
3956,VIC,BEV,3,3,4,12,21
3956,VIC,Hybrid/PHEV,18,27,42,43,57
3956,VIC,ICE,2939,3175,3169,3129,3175
3957,VIC,BEV,0,3,0,3,0
3957,VIC,Hybrid/PHEV,3,3,4,9,10
3957,VIC,ICE,342,353,353,336,335
3958,VIC,Hybrid/PHEV,0,0,0,3,3
3958,VIC,ICE,275,283,273,275,270
3959,VIC,BEV,0,0,7,12,12
3959,VIC,Hybrid/PHEV,8,10,12,17,21
3959,VIC,ICE,1294,1357,1349,1323,1305
3960,VIC,BEV,3,3,5,7,15
3960,VIC,Hybrid/PHEV,22,23,29,31,48
3960,VIC,ICE,2641,2718,2726,2719,2699
3962,VIC,BEV,0,0,0,0,5
3962,VIC,Hybrid/PHEV,11,15,15,16,18
3962,VIC,ICE,965,997,984,988,994
3964,VIC,Hybrid/PHEV,3,3,5,5,6
3964,VIC,ICE,179,186,193,186,180
3965,VIC,BEV,3,3,3,4,3
3965,VIC,Hybrid/PHEV,0,0,3,0,0
3965,VIC,ICE,229,251,256,256,258
3966,VIC,BEV,0,0,0,3,0
3966,VIC,Hybrid/PHEV,0,0,3,0,3
3966,VIC,ICE,607,614,616,601,613
3967,VIC,ICE,144,127,138,143,154
3971,VIC,BEV,3,3,3,6,13
3971,VIC,Hybrid/PHEV,29,30,36,45,57
3971,VIC,ICE,4141,4204,4189,4209,4257
3975,VIC,BEV,4,17,44,112,176
3975,VIC,Hybrid/PHEV,137,191,265,358,617
3975,VIC,ICE,10739,10807,11180,11429,11749
3976,VIC,BEV,3,8,18,51,83
3976,VIC,Hybrid/PHEV,162,205,246,343,580
3976,VIC,ICE,16526,16417,16370,16450,16751
3977,VIC,BEV,30,87,223,507,861
3977,VIC,Hybrid/PHEV,736,1010,1393,2006,3106
3977,VIC,ICE,74292,76218,78320,80381,82541
3978,VIC,BEV,10,37,128,408,698
3978,VIC,Hybrid/PHEV,393,590,940,1518,2759
3978,VIC,ICE,23100,26527,30020,34389,39433
3979,VIC,BEV,3,3,0,3,3
3979,VIC,Hybrid/PHEV,3,5,5,5,7
3979,VIC,ICE,382,392,389,394,386
3980,VIC,BEV,0,0,6,6,12
3980,VIC,Hybrid/PHEV,10,14,15,20,35
3980,VIC,ICE,2979,3015,3056,3073,3113
3981,VIC,BEV,0,0,3,11,15
3981,VIC,Hybrid/PHEV,6,19,23,34,51
3981,VIC,ICE,4556,4615,4693,4808,4855
3984,VIC,BEV,5,9,16,30,54
3984,VIC,Hybrid/PHEV,23,36,51,67,104
3984,VIC,ICE,6371,6861,7114,7296,7470
3987,VIC,BEV,0,3,0,3,5
3987,VIC,Hybrid/PHEV,7,11,16,18,14
3987,VIC,ICE,1537,1604,1585,1550,1602
3988,VIC,BEV,0,0,0,0,0
3988,VIC,Hybrid/PHEV,3,3,6,9,14
3988,VIC,ICE,1087,1140,1158,1126,1159
3990,VIC,BEV,0,0,0,0,0
3990,VIC,Hybrid/PHEV,0,0,0,0,0
3990,VIC,ICE,163,168,160,165,151
3991,VIC,BEV,0,0,0,0,0
3991,VIC,Hybrid/PHEV,0,0,0,3,6
3991,VIC,ICE,458,464,460,462,473
3992,VIC,BEV,0,0,0,3,6
3992,VIC,Hybrid/PHEV,5,11,14,16,21
3992,VIC,ICE,998,1112,1165,1191,1250
3995,VIC,BEV,12,20,39,68,98
3995,VIC,Hybrid/PHEV,60,96,133,191,266
3995,VIC,ICE,9661,10069,10194,10282,10536
3996,VIC,BEV,5,13,25,39,66
3996,VIC,Hybrid/PHEV,48,67,91,121,180
3996,VIC,ICE,5593,5935,5865,5827,5889
4000,QLD,BEV,62,146,293,930,1706
4000,QLD,Hybrid/PHEV,1655,2511,2915,4009,4741
4000,QLD,ICE,23216,23243,23817,28168,26140
4005,QLD,BEV,47,94,139,291,363
4005,QLD,Hybrid/PHEV,133,188,226,270,399
4005,QLD,ICE,10518,10605,10644,10794,10630
4006,QLD,BEV,72,168,294,636,817
4006,QLD,Hybrid/PHEV,387,486,653,887,1281
4006,QLD,ICE,19729,20592,21040,21270,20641
4007,QLD,BEV,32,74,129,296,389
4007,QLD,Hybrid/PHEV,204,251,274,444,595
4007,QLD,ICE,11310,11924,12218,12643,12482
4008,QLD,BEV,3,7,91,352,526
4008,QLD,Hybrid/PHEV,905,1811,2727,2640,3508
4008,QLD,ICE,14653,17031,19969,20656,21592
4009,QLD,BEV,5,23,67,291,190
4009,QLD,Hybrid/PHEV,160,210,528,749,891
4009,QLD,ICE,11366,10856,13571,15080,13308
4010,QLD,BEV,4,6,24,64,81
4010,QLD,Hybrid/PHEV,190,210,237,264,268
4010,QLD,ICE,3357,3576,3779,3938,3867
4011,QLD,BEV,24,45,91,213,309
4011,QLD,Hybrid/PHEV,149,200,232,345,564
4011,QLD,ICE,12874,12378,12996,12348,14138
4012,QLD,BEV,11,32,66,172,323
4012,QLD,Hybrid/PHEV,176,218,282,393,627
4012,QLD,ICE,15311,15535,15646,15919,16014
4013,QLD,BEV,3,9,21,44,66
4013,QLD,Hybrid/PHEV,45,55,77,118,165
4013,QLD,ICE,4815,4755,4789,4802,4960
4014,QLD,BEV,18,43,68,172,217
4014,QLD,Hybrid/PHEV,128,167,248,390,854
4014,QLD,ICE,11137,11436,12072,12848,14831
4017,QLD,BEV,17,35,90,212,332
4017,QLD,Hybrid/PHEV,248,326,406,561,871
4017,QLD,ICE,26111,26341,26384,26719,26820
4018,QLD,BEV,6,19,38,107,163
4018,QLD,Hybrid/PHEV,150,187,228,312,469
4018,QLD,ICE,8349,8405,8470,8573,8472
4019,QLD,BEV,4,14,30,67,134
4019,QLD,Hybrid/PHEV,72,119,164,219,358
4019,QLD,ICE,16137,16400,16221,16595,16619
4020,QLD,BEV,27,52,109,245,437
4020,QLD,Hybrid/PHEV,159,227,336,458,693
4020,QLD,ICE,18746,19522,19860,20595,21005
4021,QLD,BEV,3,0,8,24,31
4021,QLD,Hybrid/PHEV,30,37,49,64,93
4021,QLD,ICE,6926,6842,6846,6951,7015
4022,QLD,BEV,0,6,14,25,47
4022,QLD,Hybrid/PHEV,42,54,64,84,123
4022,QLD,ICE,5052,5214,5326,5339,5281
4025,QLD,Hybrid/PHEV,0,0,0,0,0
4025,QLD,ICE,309,327,320,296,290
4030,QLD,BEV,28,54,89,216,326
4030,QLD,Hybrid/PHEV,185,213,278,373,588
4030,QLD,ICE,11806,11829,11898,12267,12232
4031,QLD,BEV,6,31,63,158,265
4031,QLD,Hybrid/PHEV,235,267,394,685,1019
4031,QLD,ICE,10623,11188,11975,12120,12203
4032,QLD,BEV,9,22,57,137,207
4032,QLD,Hybrid/PHEV,185,244,325,374,567
4032,QLD,ICE,11400,11458,11637,11747,11813
4034,QLD,BEV,32,70,135,355,585
4034,QLD,Hybrid/PHEV,504,624,690,910,1347
4034,QLD,ICE,34624,34741,34033,34460,34977
4035,QLD,BEV,23,44,113,295,475
4035,QLD,Hybrid/PHEV,240,357,442,595,883
4035,QLD,ICE,19767,20100,20309,20521,20563
4036,QLD,BEV,0,6,15,34,53
4036,QLD,Hybrid/PHEV,53,64,74,110,171
4036,QLD,ICE,4821,4833,4858,5009,4999
4037,QLD,BEV,8,17,32,61,104
4037,QLD,Hybrid/PHEV,49,66,96,117,182
4037,QLD,ICE,5862,5959,6015,6011,5974
4051,QLD,BEV,27,67,158,344,548
4051,QLD,Hybrid/PHEV,237,339,473,615,884
4051,QLD,ICE,19430,19735,20070,20144,19765
4053,QLD,BEV,33,76,162,383,628
4053,QLD,Hybrid/PHEV,287,397,535,789,1286
4053,QLD,ICE,32082,32252,32835,33442,33715
4054,QLD,BEV,9,13,25,69,131
4054,QLD,Hybrid/PHEV,75,104,136,183,306
4054,QLD,ICE,9529,9594,9752,9863,9926
4055,QLD,BEV,14,31,79,211,344
4055,QLD,Hybrid/PHEV,151,200,287,361,569
4055,QLD,ICE,15341,15432,15587,15612,15718
4059,QLD,BEV,13,37,76,141,213
4059,QLD,Hybrid/PHEV,143,184,248,300,382
4059,QLD,ICE,7418,7667,7582,7702,7621
4060,QLD,BEV,18,35,92,189,287
4060,QLD,Hybrid/PHEV,121,167,221,274,398
4060,QLD,ICE,8702,8729,8752,8748,8652
4061,QLD,BEV,17,37,89,197,314
4061,QLD,Hybrid/PHEV,150,206,262,359,534
4061,QLD,ICE,11746,11848,11759,11840,11809
4064,QLD,BEV,32,73,123,212,308
4064,QLD,Hybrid/PHEV,238,328,468,599,737
4064,QLD,ICE,10746,10954,10950,11073,10839
4065,QLD,BEV,22,48,102,208,295
4065,QLD,Hybrid/PHEV,97,132,151,192,286
4065,QLD,ICE,6442,6429,6366,6369,6204
4066,QLD,BEV,33,68,130,257,359
4066,QLD,Hybrid/PHEV,848,1185,1508,1645,659
4066,QLD,ICE,12716,12584,12316,12256,11388
4067,QLD,BEV,17,37,69,129,180
4067,QLD,Hybrid/PHEV,109,139,152,205,283
4067,QLD,ICE,4861,5187,5273,5199,5139
4068,QLD,BEV,56,93,191,420,577
4068,QLD,Hybrid/PHEV,281,370,449,631,871
4068,QLD,ICE,15284,15272,15565,15616,15406
4069,QLD,BEV,85,176,347,735,1078
4069,QLD,Hybrid/PHEV,471,537,734,938,1298
4069,QLD,ICE,25419,25060,25449,25257,24775
4070,QLD,BEV,8,27,66,158,265
4070,QLD,Hybrid/PHEV,108,157,177,239,347
4070,QLD,ICE,8481,8509,8614,8656,8684
4073,QLD,BEV,12,29,71,165,237
4073,QLD,Hybrid/PHEV,111,144,164,205,307
4073,QLD,ICE,6709,6769,6877,6846,6751
4074,QLD,BEV,17,40,96,259,393
4074,QLD,Hybrid/PHEV,250,329,405,523,755
4074,QLD,ICE,17600,17762,17667,17754,17563
4075,QLD,BEV,25,55,128,313,502
4075,QLD,Hybrid/PHEV,220,286,368,513,757
4075,QLD,ICE,16203,16360,16311,16568,16689
4076,QLD,BEV,28,39,47,59,93
4076,QLD,Hybrid/PHEV,137,196,297,241,388
4076,QLD,ICE,7764,7482,7847,7098,6975
4077,QLD,BEV,10,27,56,156,262
4077,QLD,Hybrid/PHEV,309,426,600,813,1134
4077,QLD,ICE,20539,21089,21849,22549,22962
4078,QLD,BEV,11,28,67,192,283
4078,QLD,Hybrid/PHEV,196,257,393,531,788
4078,QLD,ICE,17128,17207,17211,17493,17342
4101,QLD,BEV,67,138,244,461,691
4101,QLD,Hybrid/PHEV,522,610,738,941,1358
4101,QLD,ICE,19058,19563,19814,19747,19812
4102,QLD,BEV,13,22,64,132,225
4102,QLD,Hybrid/PHEV,428,464,396,475,501
4102,QLD,ICE,6919,6928,6993,7245,6914
4103,QLD,BEV,12,27,56,127,195
4103,QLD,Hybrid/PHEV,122,179,199,254,391
4103,QLD,ICE,8922,9057,9157,9193,9038
4104,QLD,BEV,12,29,45,96,128
4104,QLD,Hybrid/PHEV,76,87,106,154,228
4104,QLD,ICE,4677,4745,4732,4819,4743
4105,QLD,BEV,16,37,78,169,290
4105,QLD,Hybrid/PHEV,201,277,398,517,714
4105,QLD,ICE,10898,11376,11361,11201,11253
4106,QLD,BEV,0,3,14,21,43
4106,QLD,Hybrid/PHEV,48,91,96,149,171
4106,QLD,ICE,3596,3946,3733,3711,3852
4107,QLD,BEV,6,10,26,100,132
4107,QLD,Hybrid/PHEV,105,215,455,356,383
4107,QLD,ICE,5995,6627,6980,6771,6712
4108,QLD,BEV,5,13,35,107,158
4108,QLD,Hybrid/PHEV,107,133,143,328,502
4108,QLD,ICE,6548,7253,7454,7684,7591
4109,QLD,BEV,28,56,191,463,684
4109,QLD,Hybrid/PHEV,532,678,806,1005,1421
4109,QLD,ICE,24905,24793,25245,25572,25139
4110,QLD,BEV,9,28,81,241,430
4110,QLD,Hybrid/PHEV,313,387,604,858,1265
4110,QLD,ICE,14194,15168,15597,17524,17895
4111,QLD,BEV,0,0,6,16,43
4111,QLD,Hybrid/PHEV,75,74,73,87,69
4111,QLD,ICE,715,717,713,740,769
4112,QLD,BEV,8,15,48,115,175
4112,QLD,Hybrid/PHEV,150,196,240,294,383
4112,QLD,ICE,5496,5394,5402,5460,5256
4113,QLD,BEV,26,54,143,405,611
4113,QLD,Hybrid/PHEV,634,843,1104,1343,1521
4113,QLD,ICE,24808,23781,23783,23973,21954
4114,QLD,BEV,6,10,16,50,100
4114,QLD,Hybrid/PHEV,175,234,306,451,638
4114,QLD,ICE,17566,17659,18030,18661,18834
4115,QLD,BEV,11,34,83,196,292
4115,QLD,Hybrid/PHEV,207,265,369,570,704
4115,QLD,ICE,13312,13379,13833,14704,13943
4116,QLD,BEV,19,39,139,372,566
4116,QLD,Hybrid/PHEV,380,456,564,800,1174
4116,QLD,ICE,17387,17385,17419,17559,17567
4117,QLD,BEV,0,0,9,25,43
4117,QLD,Hybrid/PHEV,29,71,85,113,136
4117,QLD,ICE,2016,2126,2171,2285,2246
4118,QLD,BEV,13,36,62,140,246
4118,QLD,Hybrid/PHEV,231,314,413,539,817
4118,QLD,ICE,22380,22949,23670,24283,24473
4119,QLD,BEV,9,13,40,127,208
4119,QLD,Hybrid/PHEV,131,168,192,458,597
4119,QLD,ICE,6727,6835,6470,6822,6773
4120,QLD,BEV,7,21,50,107,159
4120,QLD,Hybrid/PHEV,80,118,162,209,271
4120,QLD,ICE,6543,6617,6776,6825,6672
4121,QLD,BEV,36,81,167,340,531
4121,QLD,Hybrid/PHEV,241,335,423,548,796
4121,QLD,ICE,16648,16769,16839,16821,16763
4122,QLD,BEV,21,64,170,409,708
4122,QLD,Hybrid/PHEV,450,606,822,1116,1622
4122,QLD,ICE,31251,31507,31772,32129,31762
4123,QLD,BEV,27,53,175,451,661
4123,QLD,Hybrid/PHEV,240,326,415,572,844
4123,QLD,ICE,15236,15647,16061,16391,16403
4124,QLD,BEV,6,13,45,132,242
4124,QLD,Hybrid/PHEV,99,170,252,388,666
4124,QLD,ICE,17506,18461,19585,20955,22536
4125,QLD,BEV,4,9,24,67,122
4125,QLD,Hybrid/PHEV,122,154,219,287,507
4125,QLD,ICE,8852,10007,11324,12360,13133
4127,QLD,BEV,20,52,95,195,330
4127,QLD,Hybrid/PHEV,315,401,538,676,1079
4127,QLD,ICE,22816,23191,23785,23793,23856
4128,QLD,BEV,13,25,62,134,204
4128,QLD,Hybrid/PHEV,107,183,276,377,498
4128,QLD,ICE,12946,13108,13353,13397,13403
4129,QLD,BEV,0,8,13,31,52
4129,QLD,Hybrid/PHEV,50,60,82,111,173
4129,QLD,ICE,6770,7175,7407,7611,7493
4130,QLD,BEV,10,21,43,76,117
4130,QLD,Hybrid/PHEV,55,73,94,132,202
4130,QLD,ICE,7302,7453,7689,7771,7723
4131,QLD,BEV,0,3,14,42,99
4131,QLD,Hybrid/PHEV,191,203,261,316,408
4131,QLD,ICE,8039,8206,8560,8675,9064
4132,QLD,BEV,3,9,15,58,94
4132,QLD,Hybrid/PHEV,110,119,183,283,459
4132,QLD,ICE,16813,16935,17404,17856,18271
4133,QLD,BEV,5,10,32,89,169
4133,QLD,Hybrid/PHEV,103,147,222,411,735
4133,QLD,ICE,14562,15663,17227,19196,20747
4151,QLD,BEV,20,43,79,212,314
4151,QLD,Hybrid/PHEV,161,218,289,396,576
4151,QLD,ICE,12298,12264,12301,12470,12377
4152,QLD,BEV,49,118,269,611,909
4152,QLD,Hybrid/PHEV,391,526,713,949,1490
4152,QLD,ICE,31805,31917,32277,32506,32065
4153,QLD,BEV,3,9,17,56,78
4153,QLD,Hybrid/PHEV,40,57,73,83,134
4153,QLD,ICE,3432,3474,3515,3566,3509
4154,QLD,BEV,11,29,59,136,193
4154,QLD,Hybrid/PHEV,84,113,145,191,296
4154,QLD,ICE,7815,7895,8022,8192,8201
4155,QLD,BEV,3,7,12,29,34
4155,QLD,Hybrid/PHEV,14,16,21,27,44
4155,QLD,ICE,1532,1565,1545,1532,1592
4156,QLD,BEV,3,13,31,58,83
4156,QLD,Hybrid/PHEV,34,48,62,96,122
4156,QLD,ICE,2686,2721,2709,2789,2738
4157,QLD,BEV,13,26,50,123,177
4157,QLD,Hybrid/PHEV,127,184,254,340,439
4157,QLD,ICE,17121,17113,17207,17538,17568
4158,QLD,BEV,0,3,5,15,22
4158,QLD,Hybrid/PHEV,23,30,37,48,70
4158,QLD,ICE,2914,2915,2926,2913,2993
4159,QLD,BEV,4,15,36,74,121
4159,QLD,Hybrid/PHEV,74,119,153,219,304
4159,QLD,ICE,11033,11108,11199,11220,11393
4160,QLD,BEV,15,35,66,155,255
4160,QLD,Hybrid/PHEV,116,162,207,298,450
4160,QLD,ICE,14001,14146,14351,14579,14587
4161,QLD,BEV,3,8,19,48,90
4161,QLD,Hybrid/PHEV,81,104,119,168,290
4161,QLD,ICE,12118,12067,12234,12371,12449
4163,QLD,BEV,20,36,70,151,249
4163,QLD,Hybrid/PHEV,138,207,283,364,509
4163,QLD,ICE,12810,12874,12979,13310,13326
4164,QLD,BEV,16,30,59,132,220
4164,QLD,Hybrid/PHEV,99,129,185,276,401
4164,QLD,ICE,13561,13963,14187,14439,14516
4165,QLD,BEV,14,46,92,209,361
4165,QLD,Hybrid/PHEV,166,246,344,469,755
4165,QLD,ICE,29488,30026,30407,31004,31700
4169,QLD,BEV,23,45,83,172,249
4169,QLD,Hybrid/PHEV,135,214,717,877,1055
4169,QLD,ICE,10792,11032,10735,10688,10881
4170,QLD,BEV,20,67,189,404,601
4170,QLD,Hybrid/PHEV,226,326,432,546,805
4170,QLD,ICE,19332,19920,20032,20290,20566
4171,QLD,BEV,29,75,125,304,418
4171,QLD,Hybrid/PHEV,143,178,232,290,424
4171,QLD,ICE,11585,11557,11636,11810,11774
4172,QLD,BEV,10,15,37,85,130
4172,QLD,Hybrid/PHEV,111,164,298,418,641
4172,QLD,ICE,7057,6850,6926,7031,6905
4173,QLD,BEV,6,49,76,85,108
4173,QLD,Hybrid/PHEV,56,94,110,151,257
4173,QLD,ICE,7202,7166,7307,7106,7147
4174,QLD,BEV,0,0,11,31,42
