Postcode,State,Fuel Type, 31-Jan-2021 , 31-Jan-2022 , 31-Jan-2023 , 31-Jan-2024 , 31-Jan-2025 
2194,NSW,BEV,0,5,28,66,98
2194,NSW,Hybrid/PHEV,357,417,525,612,776
2194,NSW,ICE,12600,12349,12354,12711,12771
2195,NSW,BEV,0,5,5,24,57
2195,NSW,Hybrid/PHEV,746,834,1002,1393,1928
2195,NSW,ICE,11957,11530,11412,11754,11695
2196,NSW,BEV,3,7,20,65,114
2196,NSW,Hybrid/PHEV,600,649,788,996,1403
2196,NSW,ICE,19520,19391,19711,20162,20254
2197,NSW,BEV,0,3,13,28,38
2197,NSW,Hybrid/PHEV,86,102,137,174,301
2197,NSW,ICE,5825,5901,5924,6102,6018
2198,NSW,BEV,0,3,7,23,38
2198,NSW,Hybrid/PHEV,54,80,100,135,242
2198,NSW,ICE,5797,5723,5773,5945,6087
2199,NSW,BEV,3,10,17,45,78
2199,NSW,Hybrid/PHEV,192,267,346,469,673
2199,NSW,ICE,11285,11009,11146,11471,11508
2200,NSW,BEV,23,32,67,172,234
2200,NSW,Hybrid/PHEV,1103,896,1086,1386,1909
2200,NSW,ICE,29770,28516,28403,28694,28765
2203,NSW,BEV,6,16,32,76,134
2203,NSW,Hybrid/PHEV,102,134,172,231,307
2203,NSW,ICE,7042,6946,6986,6898,6926
2204,NSW,BEV,13,30,66,126,220
2204,NSW,Hybrid/PHEV,536,678,825,971,1096
2204,NSW,ICE,13969,14053,13823,13775,13710
2205,NSW,BEV,10,17,63,129,218
2205,NSW,Hybrid/PHEV,489,590,653,783,1002
2205,NSW,ICE,11880,12382,12698,12780,12473
2206,NSW,BEV,17,23,50,104,159
2206,NSW,Hybrid/PHEV,160,185,242,316,506
2206,NSW,ICE,12062,11826,11804,12039,12011
2207,NSW,BEV,9,22,53,138,201
2207,NSW,Hybrid/PHEV,394,503,632,688,858
2207,NSW,ICE,16561,16456,16356,16504,16584
2208,NSW,BEV,9,12,28,66,115
2208,NSW,Hybrid/PHEV,166,197,250,355,495
2208,NSW,ICE,8845,8759,8892,8976,8955
2209,NSW,BEV,4,12,32,94,134
2209,NSW,Hybrid/PHEV,156,214,261,329,456
2209,NSW,ICE,9498,9568,9638,9540,9457
2210,NSW,BEV,13,27,75,172,238
2210,NSW,Hybrid/PHEV,328,428,513,731,1135
2210,NSW,ICE,20800,20725,20846,21152,21261
2211,NSW,BEV,10,20,42,94,155
2211,NSW,Hybrid/PHEV,172,262,311,373,708
2211,NSW,ICE,11705,11573,11606,11730,11661
2212,NSW,BEV,3,11,28,86,137
2212,NSW,Hybrid/PHEV,165,676,784,806,1090
2212,NSW,ICE,11419,12113,12439,12886,12927
2213,NSW,BEV,9,17,49,139,204
2213,NSW,Hybrid/PHEV,194,210,289,432,618
2213,NSW,ICE,14417,14291,14331,14579,14533
2214,NSW,BEV,3,6,11,19,38
2214,NSW,Hybrid/PHEV,30,36,43,62,113
2214,NSW,ICE,3631,3573,3550,3573,3671
2216,NSW,BEV,15,18,36,103,141
2216,NSW,Hybrid/PHEV,252,283,368,506,741
2216,NSW,ICE,15279,15308,15195,15482,15504
2217,NSW,BEV,12,27,60,140,214
2217,NSW,Hybrid/PHEV,239,287,347,459,719
2217,NSW,ICE,15339,15517,15676,16049,16279
2218,NSW,BEV,3,4,19,53,85
2218,NSW,Hybrid/PHEV,149,183,230,315,453
2218,NSW,ICE,8461,8411,8539,8561,8583
2219,NSW,BEV,9,19,44,79,131
2219,NSW,Hybrid/PHEV,115,142,159,227,327
2219,NSW,ICE,8962,8875,8822,8977,8961
2220,NSW,BEV,7,25,83,200,326
2220,NSW,Hybrid/PHEV,417,512,594,819,1210
2220,NSW,ICE,15669,15722,15730,15920,15824
2221,NSW,BEV,24,36,76,163,228
2221,NSW,Hybrid/PHEV,184,237,298,379,547
2221,NSW,ICE,10934,10914,10905,11041,10907
2222,NSW,BEV,7,12,29,61,104
2222,NSW,Hybrid/PHEV,95,122,146,188,293
2222,NSW,ICE,6503,6368,6317,6275,6202
2223,NSW,BEV,18,45,78,198,275
2223,NSW,Hybrid/PHEV,226,310,356,469,668
2223,NSW,ICE,12834,12745,12775,12822,12680
2224,NSW,BEV,17,27,64,121,175
2224,NSW,Hybrid/PHEV,153,206,215,279,377
2224,NSW,ICE,10352,10309,10330,10353,10292
2225,NSW,BEV,5,14,32,61,81
2225,NSW,Hybrid/PHEV,34,48,64,77,122
2225,NSW,ICE,3646,3684,3616,3701,3688
2226,NSW,BEV,10,21,44,105,176
2226,NSW,Hybrid/PHEV,81,104,133,177,275
2226,NSW,ICE,7847,7803,7795,7871,7860
2227,NSW,BEV,13,20,48,98,138
2227,NSW,Hybrid/PHEV,90,121,158,224,360
2227,NSW,ICE,9743,9749,9760,9811,9779
2228,NSW,BEV,9,19,54,152,227
2228,NSW,Hybrid/PHEV,156,210,264,360,523
2228,NSW,ICE,12858,12997,13103,13280,13620
2229,NSW,BEV,17,44,100,205,317
2229,NSW,Hybrid/PHEV,329,413,500,664,1015
2229,NSW,ICE,22752,23287,23591,23911,23947
2230,NSW,BEV,21,42,97,224,329
2230,NSW,Hybrid/PHEV,272,324,400,504,774
2230,NSW,ICE,20614,20575,20619,20853,20841
2231,NSW,BEV,0,0,3,10,15
2231,NSW,Hybrid/PHEV,19,18,25,36,48
2231,NSW,ICE,1932,1987,2058,2063,2025
2232,NSW,BEV,17,29,111,273,399
2232,NSW,Hybrid/PHEV,316,449,548,760,1109
2232,NSW,ICE,24169,24445,24546,24788,24764
2233,NSW,BEV,5,16,40,110,206
2233,NSW,Hybrid/PHEV,147,216,322,443,635
2233,NSW,ICE,20172,20173,20145,20279,20292
2234,NSW,BEV,23,49,95,232,329
2234,NSW,Hybrid/PHEV,226,304,383,519,800
2234,NSW,ICE,22390,22151,21963,22085,21960
2250,NSW,BEV,54,104,219,433,645
2250,NSW,Hybrid/PHEV,672,870,1125,1521,2167
2250,NSW,ICE,53935,54234,54351,54825,54587
2251,NSW,BEV,28,38,91,190,303
2251,NSW,Hybrid/PHEV,207,281,357,470,730
2251,NSW,ICE,24631,24517,24137,24485,24246
2256,NSW,BEV,0,10,25,59,91
2256,NSW,Hybrid/PHEV,101,133,162,202,310
2256,NSW,ICE,10382,10353,10266,10334,10400
2257,NSW,BEV,9,22,45,115,185
2257,NSW,Hybrid/PHEV,183,230,283,380,597
2257,NSW,ICE,20764,20807,20462,20461,20396
2258,NSW,BEV,3,6,14,30,49
2258,NSW,Hybrid/PHEV,35,44,64,87,123
2258,NSW,ICE,4347,4334,4288,4350,4344
2259,NSW,BEV,25,51,105,205,343
2259,NSW,Hybrid/PHEV,352,488,634,867,1371
2259,NSW,ICE,48959,49566,50438,50828,51474
2260,NSW,BEV,14,40,84,178,282
2260,NSW,Hybrid/PHEV,192,259,315,441,696
2260,NSW,ICE,18873,18887,18708,18589,18481
2261,NSW,BEV,11,23,66,158,262
2261,NSW,Hybrid/PHEV,199,310,465,647,1007
2261,NSW,ICE,39530,39413,39621,39625,39728
2262,NSW,BEV,3,3,9,26,41
2262,NSW,Hybrid/PHEV,77,139,182,249,356
2262,NSW,ICE,15098,15087,15181,15189,15291
2263,NSW,BEV,7,14,21,45,82
2263,NSW,Hybrid/PHEV,67,109,143,223,378
2263,NSW,ICE,17302,17387,17290,17297,17480
2264,NSW,BEV,4,6,17,37,59
2264,NSW,Hybrid/PHEV,91,122,170,201,330
2264,NSW,ICE,12400,12700,12819,12988,13108
2265,NSW,BEV,10,14,26,34,56
2265,NSW,Hybrid/PHEV,44,64,77,126,202
2265,NSW,ICE,5295,5535,5699,5947,6291
2267,NSW,BEV,0,3,3,10,21
2267,NSW,Hybrid/PHEV,11,19,24,31,59
2267,NSW,ICE,2295,2321,2344,2318,2281
2278,NSW,BEV,0,0,0,4,4
2278,NSW,Hybrid/PHEV,5,8,8,17,30
2278,NSW,ICE,2158,2189,2197,2182,2194
2280,NSW,BEV,13,19,39,97,146
2280,NSW,Hybrid/PHEV,184,251,309,391,604
2280,NSW,ICE,19929,19937,20053,20143,19976
2281,NSW,BEV,6,15,37,65,107
2281,NSW,Hybrid/PHEV,84,121,165,223,337
2281,NSW,ICE,11303,11454,11292,11586,11502
2282,NSW,BEV,3,13,31,82,125
2282,NSW,Hybrid/PHEV,113,169,238,309,456
2282,NSW,ICE,12518,12671,12619,12610,12526
2283,NSW,BEV,8,12,40,74,116
2283,NSW,Hybrid/PHEV,145,227,275,352,475
2283,NSW,ICE,18629,18709,18701,18662,18684
2284,NSW,BEV,12,24,34,64,98
2284,NSW,Hybrid/PHEV,128,155,217,294,411
2284,NSW,ICE,9255,9471,9794,9990,10033
2285,NSW,BEV,8,17,39,135,202
2285,NSW,Hybrid/PHEV,197,316,465,673,1023
2285,NSW,ICE,25322,25956,26672,27178,27541
2286,NSW,BEV,0,3,3,10,20
2286,NSW,Hybrid/PHEV,20,26,40,60,90
2286,NSW,ICE,3504,3514,3570,3595,3668
2287,NSW,BEV,12,25,59,147,261
2287,NSW,Hybrid/PHEV,279,363,509,663,983
2287,NSW,ICE,27381,27875,28423,28656,28877
2289,NSW,BEV,5,15,36,91,152
2289,NSW,Hybrid/PHEV,133,185,248,331,550
2289,NSW,ICE,13574,13684,13869,13967,13944
2290,NSW,BEV,14,28,58,140,240
2290,NSW,Hybrid/PHEV,269,354,458,588,873
2290,NSW,ICE,25400,25500,25644,25856,25937
2291,NSW,BEV,12,28,54,100,148
2291,NSW,Hybrid/PHEV,113,147,186,256,366
2291,NSW,ICE,9826,9916,9811,9651,9623
2292,NSW,BEV,0,3,11,23,38
2292,NSW,Hybrid/PHEV,49,74,94,140,245
2292,NSW,ICE,3036,2923,2856,2959,2978
2293,NSW,BEV,3,3,10,18,37
2293,NSW,Hybrid/PHEV,28,37,58,84,114
2293,NSW,ICE,2879,2918,2967,3163,3171
2294,NSW,BEV,0,0,7,12,15
2294,NSW,Hybrid/PHEV,18,35,54,72,99
2294,NSW,ICE,1712,1727,1712,1717,1727
2295,NSW,BEV,3,5,12,33,51
2295,NSW,Hybrid/PHEV,43,61,86,113,159
2295,NSW,ICE,5268,5433,5515,5612,5596
2296,NSW,BEV,0,0,4,9,15
2296,NSW,Hybrid/PHEV,12,14,21,37,63
2296,NSW,ICE,1650,1620,1628,1632,1568
2297,NSW,BEV,0,3,4,16,27
2297,NSW,Hybrid/PHEV,22,19,17,23,43
2297,NSW,ICE,1339,1381,1397,1325,1378
2298,NSW,BEV,0,5,12,30,46
2298,NSW,Hybrid/PHEV,98,122,161,203,293
2298,NSW,ICE,6407,6482,6477,6510,6580
2299,NSW,BEV,0,3,9,25,42
2299,NSW,Hybrid/PHEV,129,179,222,245,376
2299,NSW,ICE,8187,8310,8360,8411,8351
2300,NSW,BEV,26,39,76,117,165
2300,NSW,Hybrid/PHEV,211,311,392,499,682
2300,NSW,ICE,10238,9962,9446,9300,9113
2302,NSW,BEV,3,0,3,7,12
2302,NSW,Hybrid/PHEV,68,79,120,140,173
2302,NSW,ICE,1265,1401,1354,1271,1269
2303,NSW,BEV,8,13,19,60,119
2303,NSW,Hybrid/PHEV,92,110,171,262,335
2303,NSW,ICE,7026,7247,7226,7199,7475
2304,NSW,BEV,6,15,31,53,85
2304,NSW,Hybrid/PHEV,120,171,208,279,436
2304,NSW,ICE,12580,12597,12678,12739,12690
2305,NSW,BEV,11,21,36,101,136
2305,NSW,Hybrid/PHEV,157,197,269,344,467
2305,NSW,ICE,9684,9500,9462,9472,9424
2306,NSW,BEV,0,0,0,0,0
2306,NSW,Hybrid/PHEV,12,13,16,23,32
2306,NSW,ICE,1762,1716,1657,1693,1731
2307,NSW,BEV,0,0,4,7,15
2307,NSW,Hybrid/PHEV,19,25,36,55,109
2307,NSW,ICE,2945,2992,3086,3184,3176
2308,NSW,BEV,3,3,3,11,12
2308,NSW,Hybrid/PHEV,3,4,11,16,25
2308,NSW,ICE,199,236,238,195,170
2311,NSW,BEV,0,0,0,3,3
2311,NSW,Hybrid/PHEV,4,3,6,7,10
2311,NSW,ICE,817,860,885,876,901
2312,NSW,BEV,0,0,3,3,5
2312,NSW,Hybrid/PHEV,4,3,4,5,7
2312,NSW,ICE,1403,1396,1389,1422,1424
2315,NSW,BEV,3,18,32,78,108
2315,NSW,Hybrid/PHEV,100,159,236,298,438
2315,NSW,ICE,11769,11825,11616,11564,11529
2316,NSW,BEV,6,7,13,21,30
2316,NSW,Hybrid/PHEV,51,74,96,110,155
2316,NSW,ICE,5149,5414,5563,5514,5523
2317,NSW,BEV,0,4,12,27,37
2317,NSW,Hybrid/PHEV,58,89,112,141,190
2317,NSW,ICE,5120,5199,5184,5169,5212
2318,NSW,BEV,6,9,16,54,69
2318,NSW,Hybrid/PHEV,73,99,146,211,309
2318,NSW,ICE,10203,10547,10935,11336,11736
2319,NSW,BEV,3,6,9,17,27
2319,NSW,Hybrid/PHEV,21,23,31,41,88
2319,NSW,ICE,5219,5215,5227,5280,5295
2320,NSW,BEV,8,24,53,121,187
2320,NSW,Hybrid/PHEV,206,314,505,773,1176
2320,NSW,ICE,29407,30481,31453,32642,33005
2321,NSW,BEV,3,13,26,61,98
2321,NSW,Hybrid/PHEV,83,148,200,330,542
2321,NSW,ICE,13963,14865,15717,16557,17029
2322,NSW,BEV,7,14,33,88,163
2322,NSW,Hybrid/PHEV,134,201,288,417,661
2322,NSW,ICE,20195,21234,22011,22842,23028
2323,NSW,BEV,5,13,36,71,111
2323,NSW,Hybrid/PHEV,164,225,333,438,633
2323,NSW,ICE,19372,19368,19328,19502,19447
2324,NSW,BEV,8,15,33,62,101
2324,NSW,Hybrid/PHEV,123,161,203,277,425
2324,NSW,ICE,19430,19826,20140,20259,20522
2325,NSW,BEV,0,10,19,53,86
2325,NSW,Hybrid/PHEV,96,167,226,302,480
2325,NSW,ICE,21767,22186,22501,23083,23794
2326,NSW,BEV,3,6,5,13,27
2326,NSW,Hybrid/PHEV,15,30,31,48,85
2326,NSW,ICE,6035,6105,6282,6270,6319
2327,NSW,BEV,3,0,0,10,14
2327,NSW,Hybrid/PHEV,29,32,45,60,102
2327,NSW,ICE,6320,6244,6194,6174,6155
2328,NSW,BEV,0,0,3,4,7
2328,NSW,Hybrid/PHEV,9,13,22,24,39
2328,NSW,ICE,1916,1973,2042,2099,2076
2329,NSW,Hybrid/PHEV,13,18,18,28,38
2329,NSW,ICE,1800,1823,1878,1946,1939
2330,NSW,BEV,3,8,14,38,52
2330,NSW,Hybrid/PHEV,73,132,195,276,428
2330,NSW,ICE,19276,19632,20440,20709,20622
2331,NSW,ICE,11,13,13,14,33
2333,NSW,BEV,0,0,0,9,26
2333,NSW,Hybrid/PHEV,53,80,113,146,270
2333,NSW,ICE,11125,11225,11590,11913,12090
2334,NSW,BEV,0,0,3,3,9
2334,NSW,Hybrid/PHEV,11,16,20,33,53
2334,NSW,ICE,2308,2483,2732,2844,2846
2335,NSW,BEV,0,0,6,14,25
2335,NSW,Hybrid/PHEV,40,60,89,133,204
2335,NSW,ICE,6070,6407,6734,7222,7964
2336,NSW,BEV,0,0,0,3,5
2336,NSW,Hybrid/PHEV,7,16,18,32,35
2336,NSW,ICE,2050,2047,2140,2160,2164
2337,NSW,BEV,0,0,4,10,13
2337,NSW,Hybrid/PHEV,28,54,83,102,173
2337,NSW,ICE,6565,6669,6810,6959,6983
2338,NSW,BEV,0,0,3,3,6
2338,NSW,Hybrid/PHEV,6,6,7,10,20
2338,NSW,ICE,1159,1176,1187,1194,1175
2339,NSW,BEV,0,0,3,0,0
2339,NSW,Hybrid/PHEV,5,5,7,9,12
2339,NSW,ICE,732,743,755,750,765
2340,NSW,BEV,6,16,33,91,134
2340,NSW,Hybrid/PHEV,369,508,719,989,1474
2340,NSW,ICE,39563,40196,40969,41755,42031
2341,NSW,BEV,0,0,0,0,0
2341,NSW,Hybrid/PHEV,4,4,5,8,13
2341,NSW,ICE,1162,1165,1162,1138,1160
2342,NSW,Hybrid/PHEV,0,3,3,6,7
2342,NSW,ICE,408,427,445,454,469
2343,NSW,BEV,0,0,0,3,5
2343,NSW,Hybrid/PHEV,24,39,58,75,100
2343,NSW,ICE,4203,4238,4307,4393,4339
2344,NSW,Hybrid/PHEV,4,7,11,13,19
2344,NSW,ICE,612,617,629,625,653
2345,NSW,BEV,0,0,0,0,0
2345,NSW,Hybrid/PHEV,0,4,5,4,9
2345,NSW,ICE,628,626,637,659,642
2346,NSW,BEV,0,0,0,0,3
2346,NSW,Hybrid/PHEV,4,4,11,17,19
2346,NSW,ICE,2512,2541,2625,2633,2664
2347,NSW,BEV,0,0,0,0,0
2347,NSW,Hybrid/PHEV,0,5,8,8,18
2347,NSW,ICE,1573,1578,1596,1582,1570
2350,NSW,BEV,8,12,20,44,82
2350,NSW,Hybrid/PHEV,140,203,269,354,513
2350,NSW,ICE,18329,18632,18834,19071,19100
2352,NSW,BEV,0,0,0,0,0
2352,NSW,Hybrid/PHEV,9,15,22,29,46
2352,NSW,ICE,2219,2238,2314,2355,2367
2353,NSW,BEV,0,0,3,0,0
2353,NSW,Hybrid/PHEV,3,7,9,10,12
2353,NSW,ICE,940,980,962,1001,1011
2354,NSW,BEV,0,0,0,3,4
2354,NSW,Hybrid/PHEV,8,14,24,30,53
2354,NSW,ICE,3267,3320,3337,3254,3234
2355,NSW,BEV,0,0,0,4,4
2355,NSW,Hybrid/PHEV,3,0,0,0,4
2355,NSW,ICE,595,617,644,640,656
2356,NSW,Hybrid/PHEV,0,3,0,0,0
2356,NSW,ICE,138,136,141,145,158
2357,NSW,BEV,0,3,0,0,3
2357,NSW,Hybrid/PHEV,24,35,48,61,84
2357,NSW,ICE,3288,3336,3376,3431,3475
2358,NSW,BEV,3,0,4,5,6
2358,NSW,Hybrid/PHEV,10,13,21,33,47
2358,NSW,ICE,3274,3243,3298,3358,3328
2359,NSW,Hybrid/PHEV,0,0,0,3,4
2359,NSW,ICE,668,680,704,710,687
2360,NSW,BEV,0,3,3,3,5
2360,NSW,Hybrid/PHEV,42,59,70,87,159
2360,NSW,ICE,11016,11286,11464,11490,11590
2361,NSW,BEV,0,0,0,0,3
2361,NSW,Hybrid/PHEV,0,3,0,4,4
2361,NSW,ICE,726,745,738,735,769
2365,NSW,BEV,3,3,0,3,3
2365,NSW,Hybrid/PHEV,10,16,18,23,32
2365,NSW,ICE,2961,3028,3089,3143,3172
2369,NSW,BEV,0,0,0,0,0
2369,NSW,Hybrid/PHEV,0,0,0,3,6
2369,NSW,ICE,716,714,691,719,727
2370,NSW,BEV,3,3,3,6,7
2370,NSW,Hybrid/PHEV,26,38,56,70,120
2370,NSW,ICE,6042,6111,6183,6233,6246
2371,NSW,BEV,0,0,0,3,3
2371,NSW,Hybrid/PHEV,6,3,3,3,8
2371,NSW,ICE,1019,1030,1061,1079,1094
2372,NSW,BEV,0,3,3,5,8
2372,NSW,Hybrid/PHEV,21,30,34,37,63
2372,NSW,ICE,3849,3874,3898,3963,3952
2379,NSW,BEV,0,3,0,3,3
2379,NSW,Hybrid/PHEV,0,0,3,3,3
2379,NSW,ICE,324,311,317,318,303
2380,NSW,BEV,3,3,3,8,6
2380,NSW,Hybrid/PHEV,36,67,86,114,183
2380,NSW,ICE,8706,8682,8928,9222,9246
2381,NSW,BEV,0,0,0,0,3
2381,NSW,Hybrid/PHEV,4,4,7,10,15
2381,NSW,ICE,1091,1112,1127,1185,1170
2382,NSW,BEV,0,0,3,3,3
2382,NSW,Hybrid/PHEV,0,0,4,6,11
2382,NSW,ICE,1270,1251,1261,1295,1355
2386,NSW,Hybrid/PHEV,3,3,3,3,0
2386,NSW,ICE,322,326,329,345,345
2387,NSW,ICE,209,226,249,235,243
2388,NSW,BEV,0,0,0,0,0
2388,NSW,Hybrid/PHEV,3,5,14,23,34
2388,NSW,ICE,2188,2220,2281,2329,2354
2390,NSW,BEV,3,3,5,6,9
2390,NSW,Hybrid/PHEV,37,62,80,103,151
2390,NSW,ICE,7039,7149,7177,7260,7232
2395,NSW,Hybrid/PHEV,3,5,3,6,11
2395,NSW,ICE,678,661,655,660,644
2396,NSW,Hybrid/PHEV,0,0,4,4,10
2396,NSW,ICE,764,782,781,769,760
2397,NSW,Hybrid/PHEV,3,3,0,0,3
2397,NSW,ICE,336,329,327,322,344
2398,NSW,Hybrid/PHEV,0,0,0,3,4
2398,NSW,ICE,199,195,200,214,210
2399,NSW,BEV,0,0,0,0,3
2399,NSW,Hybrid/PHEV,0,0,0,0,4
2399,NSW,ICE,513,519,530,556,555
2400,NSW,BEV,3,0,3,3,3
2400,NSW,Hybrid/PHEV,31,53,69,93,138
2400,NSW,ICE,7305,7463,7568,7551,7471
2401,NSW,Hybrid/PHEV,0,0,0,0,3
2401,NSW,ICE,248,262,251,256,256
2402,NSW,BEV,0,0,0,0,0
2402,NSW,Hybrid/PHEV,4,10,10,16,20
2402,NSW,ICE,1426,1422,1463,1494,1499
2403,NSW,Hybrid/PHEV,0,0,0,3,3
2403,NSW,ICE,580,570,582,574,578
2404,NSW,BEV,0,0,0,3,0
2404,NSW,Hybrid/PHEV,6,10,15,13,20
2404,NSW,ICE,1530,1547,1609,1623,1627
2405,NSW,Hybrid/PHEV,0,0,0,0,7
2405,NSW,ICE,361,373,372,377,368
2406,NSW,Hybrid/PHEV,0,0,3,3,6
2406,NSW,ICE,591,594,598,618,609
2408,NSW,Hybrid/PHEV,0,0,0,3,0
2408,NSW,ICE,229,258,247,233,235
2409,NSW,Hybrid/PHEV,0,3,3,3,5
2409,NSW,ICE,320,306,287,246,245
2410,NSW,Hybrid/PHEV,0,0,0,0,3
2410,NSW,ICE,157,166,158,166,174
2411,NSW,Hybrid/PHEV,0,0,0,0,3
2411,NSW,ICE,66,63,83,70,62
2415,NSW,BEV,0,0,0,3,3
2415,NSW,Hybrid/PHEV,0,3,3,3,3
2415,NSW,ICE,357,362,382,384,399
2420,NSW,BEV,3,0,8,14,22
2420,NSW,Hybrid/PHEV,11,20,31,38,61
2420,NSW,ICE,3542,3582,3594,3617,3582
2421,NSW,BEV,0,0,0,4,5
2421,NSW,Hybrid/PHEV,21,27,30,37,53
2421,NSW,ICE,1711,1728,1775,1826,1828
2422,NSW,BEV,3,5,11,18,21
2422,NSW,Hybrid/PHEV,19,24,29,38,58
2422,NSW,ICE,4747,4851,4924,4915,4955
2423,NSW,BEV,3,3,3,6,11
2423,NSW,Hybrid/PHEV,10,17,23,35,44
2423,NSW,ICE,3086,3165,3136,3199,3170
2424,NSW,BEV,0,0,0,3,0
2424,NSW,Hybrid/PHEV,0,0,0,0,3
2424,NSW,ICE,428,431,451,474,486
2425,NSW,BEV,0,0,3,3,3
2425,NSW,Hybrid/PHEV,8,11,10,12,21
2425,NSW,ICE,1752,1760,1785,1818,1838
2426,NSW,BEV,0,0,0,0,3
2426,NSW,Hybrid/PHEV,0,0,0,0,0
2426,NSW,ICE,631,669,665,671,683
2427,NSW,BEV,0,0,0,3,3
2427,NSW,Hybrid/PHEV,8,14,24,32,43
2427,NSW,ICE,2866,2914,2970,3009,3064
2428,NSW,BEV,7,17,24,56,88
2428,NSW,Hybrid/PHEV,91,136,187,260,384
2428,NSW,ICE,19415,19747,19829,19843,20000
2429,NSW,BEV,0,0,5,13,21
2429,NSW,Hybrid/PHEV,23,26,39,48,78
2429,NSW,ICE,8210,8366,8482,8463,8617
2430,NSW,BEV,10,16,37,78,112
2430,NSW,Hybrid/PHEV,171,247,329,422,566
2430,NSW,ICE,28345,28896,29336,29704,29943
2431,NSW,BEV,3,3,4,11,17
2431,NSW,Hybrid/PHEV,23,30,49,67,108
2431,NSW,ICE,4332,4416,4521,4578,4661
2439,NSW,BEV,0,0,3,10,14
2439,NSW,Hybrid/PHEV,17,27,38,46,68
2439,NSW,ICE,2980,3059,3197,3289,3474
2440,NSW,BEV,4,4,7,15,24
2440,NSW,Hybrid/PHEV,92,133,158,204,295
2440,NSW,ICE,17471,17800,17972,18140,18317
2441,NSW,BEV,0,5,9,11,16
2441,NSW,Hybrid/PHEV,14,16,30,36,52
2441,NSW,ICE,4445,4434,4420,4389,4447
2443,NSW,BEV,0,3,8,20,29
2443,NSW,Hybrid/PHEV,27,40,54,67,100
2443,NSW,ICE,7220,7299,7289,7361,7407
2444,NSW,BEV,20,47,84,185,278
2444,NSW,Hybrid/PHEV,372,525,752,974,1398
2444,NSW,ICE,37766,38411,39422,39146,39509
2445,NSW,BEV,0,0,7,14,29
2445,NSW,Hybrid/PHEV,30,51,74,107,174
2445,NSW,ICE,5572,5610,5824,6024,6165
2446,NSW,BEV,6,10,12,36,62
2446,NSW,Hybrid/PHEV,58,76,96,135,206
2446,NSW,ICE,11835,12016,12394,12702,12876
2447,NSW,BEV,0,0,7,18,23
2447,NSW,Hybrid/PHEV,17,37,55,68,101
2447,NSW,ICE,6208,6336,6467,6648,6872
2448,NSW,BEV,3,4,9,16,21
2448,NSW,Hybrid/PHEV,27,52,70,99,141
2448,NSW,ICE,6881,7056,7028,7041,7182
2449,NSW,BEV,0,0,0,0,0
2449,NSW,Hybrid/PHEV,7,8,9,10,19
2449,NSW,ICE,1804,1798,1825,1814,1882
2450,NSW,BEV,10,30,77,145,208
2450,NSW,Hybrid/PHEV,284,411,554,718,1091
2450,NSW,ICE,35699,36795,36499,37287,37596
2452,NSW,BEV,0,5,14,26,40
2452,NSW,Hybrid/PHEV,59,90,110,133,219
2452,NSW,ICE,10508,11127,10590,10522,10522
2453,NSW,BEV,3,4,5,10,10
2453,NSW,Hybrid/PHEV,8,11,20,24,38
2453,NSW,ICE,2451,2480,2536,2495,2507
2454,NSW,BEV,6,8,19,41,62
2454,NSW,Hybrid/PHEV,47,62,84,102,138
2454,NSW,ICE,6178,6331,6310,6358,6373
2455,NSW,BEV,0,3,3,5,8
2455,NSW,Hybrid/PHEV,11,21,29,37,57
2455,NSW,ICE,2525,2555,2530,2555,2587
2456,NSW,BEV,0,8,24,50,69
2456,NSW,Hybrid/PHEV,53,88,135,197,299
2456,NSW,ICE,12404,12898,13142,13251,13235
2460,NSW,BEV,0,6,16,33,53
2460,NSW,Hybrid/PHEV,176,233,301,360,514
2460,NSW,ICE,23430,23515,23942,24154,24225
2462,NSW,BEV,0,0,3,0,5
2462,NSW,Hybrid/PHEV,6,12,13,20,29
2462,NSW,ICE,2147,2222,2259,2244,2235
2463,NSW,BEV,0,5,6,16,17
2463,NSW,Hybrid/PHEV,29,42,61,78,137
2463,NSW,ICE,6281,6364,6465,6526,6635
2464,NSW,BEV,0,3,10,20,32
2464,NSW,Hybrid/PHEV,33,55,65,88,136
2464,NSW,ICE,5064,5058,5040,5067,5209
2465,NSW,BEV,0,0,0,0,3
2465,NSW,Hybrid/PHEV,0,0,3,0,7
2465,NSW,ICE,277,300,287,285,272
2466,NSW,BEV,0,0,3,0,4
2466,NSW,Hybrid/PHEV,3,4,8,12,22
2466,NSW,ICE,1347,1344,1370,1365,1379
2469,NSW,BEV,0,3,3,3,8
2469,NSW,Hybrid/PHEV,10,11,20,25,39
2469,NSW,ICE,3494,3534,3605,3583,3636
2470,NSW,BEV,0,3,7,13,24
2470,NSW,Hybrid/PHEV,60,81,129,160,199
2470,NSW,ICE,11240,11364,11459,11548,11628
2471,NSW,BEV,0,0,0,0,0
2471,NSW,Hybrid/PHEV,9,9,16,21,31
2471,NSW,ICE,2074,2087,2114,2116,2121
2472,NSW,BEV,0,0,0,0,4
2472,NSW,Hybrid/PHEV,15,15,16,18,25
2472,NSW,ICE,1701,1736,1642,1625,1628
2473,NSW,BEV,0,0,3,6,10
2473,NSW,Hybrid/PHEV,16,33,41,57,89
2473,NSW,ICE,2231,2289,2361,2400,2493
2474,NSW,BEV,3,3,3,5,8
2474,NSW,Hybrid/PHEV,26,34,51,61,79
