,NB_SCATS_SITE,QT_INTERVAL_COUNT,NB_DETECTOR,V00,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,NM_REGION,CT_RECORDS,QT_VOLUME_24HOUR,CT_ALARM_24HOUR,Location
3512,6091,2025-01-01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/MAUDE             SHEPPARTON
3513,6091,2025-01-01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/MAUDE             SHEPPARTON
3514,6091,2025-01-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/MAUDE             SHEPPARTON
3515,6091,2025-01-01,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/MAUDE             SHEPPARTON
3516,6091,2025-01-01,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/MAUDE             SHEPPARTON
3517,6091,2025-01-01,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/MAUDE             SHEPPARTON
3518,6091,2025-01-01,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/MAUDE             SHEPPARTON
3519,6091,2025-01-01,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/MAUDE             SHEPPARTON
3520,6091,2025-01-01,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/MAUDE             SHEPPARTON
3521,6091,2025-01-01,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/MAUDE             SHEPPARTON
3522,6091,2025-01-01,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/MAUDE             SHEPPARTON
3523,6091,2025-01-01,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/MAUDE             SHEPPARTON
3524,6091,2025-01-01,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/MAUDE             SHEPPARTON
3525,6092,2025-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,4,3,4,6,3,7,5,3,6,9,6,10,7,14,10,3,9,6,6,10,8,8,8,3,7,7,5,2,7,9,3,6,7,2,5,7,5,4,6,0,0,5,0,3,4,2,3,2,2,3,0,3,0,0,2,0,0,0,0,0,VIC,96,275,0,MIDLAND HWY/CORIO             SHEPPARTON
3526,6092,2025-01-01,2,4,4,8,7,8,7,6,4,2,3,1,2,1,3,3,0,4,2,0,4,4,3,1,3,5,2,7,6,4,1,6,10,11,11,10,12,18,19,26,25,26,31,43,38,34,37,44,48,57,54,43,55,52,51,44,46,44,48,45,47,48,50,36,47,33,49,30,25,30,33,28,29,30,23,25,27,25,15,11,24,14,19,22,19,22,14,21,16,12,11,6,5,2,7,9,3,VIC,96,1964,0,MIDLAND HWY/CORIO             SHEPPARTON
3527,6092,2025-01-01,3,7,5,5,10,5,3,3,4,1,0,2,1,1,2,1,1,2,2,1,3,2,2,1,3,3,1,1,5,3,3,5,8,3,2,8,7,7,14,10,11,16,18,23,23,23,28,38,27,38,30,29,35,33,32,32,26,27,16,28,29,35,42,33,26,24,29,23,23,26,23,17,19,19,14,11,19,19,10,15,11,17,11,9,14,8,9,12,7,8,8,6,4,4,3,5,3,VIC,96,1275,0,MIDLAND HWY/CORIO             SHEPPARTON
3528,6092,2025-01-01,4,7,27,4,20,12,39,22,28,9,31,39,29,25,57,16,1,2,7,14,4,19,28,26,18,10,1,35,0,1,3,1,4,3,3,2,3,5,5,9,5,10,9,11,9,11,14,14,7,16,14,15,14,10,16,7,8,10,15,10,9,9,10,6,5,7,9,6,4,7,5,4,7,7,8,7,4,8,4,7,8,3,7,35,22,20,23,42,19,25,26,27,18,5,28,21,2,VIC,96,1258,0,MIDLAND HWY/CORIO             SHEPPARTON
3529,6092,2025-01-01,5,7,4,7,9,3,2,7,8,9,4,2,3,1,2,2,0,0,1,0,0,0,0,0,1,3,0,1,0,0,2,6,1,2,2,1,6,10,5,7,7,8,12,9,12,10,13,17,15,19,18,13,13,13,17,12,18,16,17,21,9,15,11,11,10,10,18,15,13,11,14,9,14,9,11,7,11,15,10,12,10,6,4,6,3,4,4,5,5,3,0,2,0,3,1,1,0,VIC,96,690,0,MIDLAND HWY/CORIO             SHEPPARTON
3530,6092,2025-01-01,6,0,0,0,0,0,0,7,4,5,6,4,2,5,1,3,3,3,4,0,3,4,1,2,3,5,3,6,6,7,12,7,11,8,6,16,12,21,21,20,35,33,37,34,39,33,41,40,41,36,45,36,41,38,39,43,34,37,36,35,38,25,27,28,22,12,30,24,29,20,26,16,19,20,19,27,17,14,16,20,14,17,12,14,1,5,8,8,11,5,6,8,8,3,7,2,2,VIC,96,1554,0,MIDLAND HWY/CORIO             SHEPPARTON
3531,6092,2025-01-01,7,17,6,7,12,11,4,7,9,4,4,9,2,4,4,3,4,0,3,2,4,4,3,2,5,4,6,9,9,2,7,7,11,10,7,10,18,18,29,31,26,42,42,44,42,37,45,56,33,52,49,49,60,33,46,54,28,34,36,43,45,41,35,34,26,24,30,30,29,21,28,20,17,4,0,12,23,17,23,17,18,18,15,11,21,11,10,10,10,9,7,10,3,1,6,3,0,VIC,96,1798,0,MIDLAND HWY/CORIO             SHEPPARTON
3532,6092,2025-01-01,8,33,74,41,55,71,114,107,47,65,106,65,60,52,81,85,12,27,20,29,67,49,51,24,93,137,146,39,0,0,1,0,1,1,0,0,0,1,10,8,5,4,9,5,5,3,12,6,9,5,8,11,5,9,8,8,8,7,5,8,2,8,4,5,8,4,6,4,6,3,7,7,2,13,10,12,9,8,7,5,5,3,17,95,88,84,125,48,82,66,79,36,34,49,118,52,153,VIC,96,3176,0,MIDLAND HWY/CORIO             SHEPPARTON
3533,6092,2025-01-01,9,170,183,178,178,157,144,169,176,195,143,154,189,185,96,182,146,218,180,127,171,222,144,185,169,170,180,123,0,1,2,0,1,3,2,2,3,1,1,3,2,5,7,6,8,5,5,8,5,7,5,8,6,5,5,12,6,9,2,9,10,8,8,1,3,2,10,4,5,7,5,6,8,6,2,6,11,6,7,1,8,3,22,150,128,170,178,142,159,121,200,155,215,122,190,112,174,VIC,96,7043,0,MIDLAND HWY/CORIO             SHEPPARTON
3534,6092,2025-01-01,10,2,7,4,7,3,5,3,1,3,0,3,2,2,1,0,2,1,0,4,0,0,0,1,1,2,0,2,3,2,6,4,7,11,9,7,9,16,13,13,29,15,22,19,27,24,28,29,25,27,25,28,21,38,33,32,27,25,31,23,26,29,24,21,30,38,32,25,28,29,24,28,32,25,29,29,28,26,33,17,26,21,23,17,15,17,9,7,6,9,5,4,5,1,1,1,2,VIC,96,1406,0,MIDLAND HWY/CORIO             SHEPPARTON
3535,6092,2025-01-01,11,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,2,1,0,0,1,1,2,1,0,2,1,5,2,2,6,6,7,5,6,7,10,8,6,9,11,5,16,8,11,18,18,5,15,6,9,12,9,12,7,6,12,5,5,7,7,6,2,5,4,5,5,4,4,8,4,1,1,5,4,5,6,1,6,1,4,2,0,0,0,0,2,1,VIC,96,388,0,MIDLAND HWY/CORIO             SHEPPARTON
3536,6092,2025-01-01,12,36,30,39,46,55,61,36,40,51,55,66,77,73,78,74,52,43,54,40,72,58,53,80,82,59,76,99,0,2,2,0,0,1,3,1,5,4,5,8,7,12,7,3,12,8,11,9,11,8,9,7,12,9,9,11,11,10,11,2,7,9,9,4,10,7,6,6,8,6,6,3,3,5,4,2,5,7,9,4,8,8,8,42,52,43,40,48,37,47,53,62,77,41,66,72,89,VIC,96,2708,0,MIDLAND HWY/CORIO             SHEPPARTON
3537,6092,2025-01-01,13,5,7,4,7,4,6,5,3,2,0,2,3,1,0,0,2,3,1,3,0,1,1,1,1,2,2,1,5,2,3,4,10,10,9,8,11,15,8,15,18,24,21,22,20,27,18,32,45,30,33,27,28,23,19,23,28,29,28,26,24,23,22,27,19,31,19,24,19,27,17,28,13,27,28,20,25,26,27,25,24,19,17,18,15,10,4,5,9,10,7,2,6,3,0,7,5,VIC,96,1320,0,MIDLAND HWY/CORIO             SHEPPARTON
3538,6092,2025-01-01,14,3,1,1,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,2,1,2,1,2,6,1,2,4,8,13,12,4,6,13,7,9,9,9,16,9,6,8,14,4,7,13,12,10,11,7,10,12,2,12,8,9,8,7,6,6,14,6,10,6,4,13,5,4,3,6,2,5,2,4,2,1,0,4,3,2,0,2,0,VIC,96,426,0,MIDLAND HWY/CORIO             SHEPPARTON
3539,6092,2025-01-01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/CORIO             SHEPPARTON
3540,6092,2025-01-01,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/CORIO             SHEPPARTON
3541,6092,2025-01-01,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/CORIO             SHEPPARTON
3542,6092,2025-01-01,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/CORIO             SHEPPARTON
3543,6092,2025-01-01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/CORIO             SHEPPARTON
3544,6092,2025-01-01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/CORIO             SHEPPARTON
3545,6092,2025-01-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/CORIO             SHEPPARTON
3546,6092,2025-01-01,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/CORIO             SHEPPARTON
3547,6092,2025-01-01,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/CORIO             SHEPPARTON
3548,6092,2025-01-01,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/CORIO             SHEPPARTON
3549,6093,2025-01-01,1,0,1,1,5,0,0,1,0,3,1,0,1,0,2,0,0,1,0,1,1,0,0,0,2,2,0,2,2,0,2,3,4,4,6,3,7,13,8,11,14,15,16,14,14,16,11,20,25,24,18,15,16,22,16,18,26,19,11,14,25,23,24,23,18,15,12,20,11,15,9,18,13,7,18,17,12,13,12,15,13,14,14,13,16,16,16,9,4,6,3,3,3,2,2,1,2,VIC,96,888,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3550,6093,2025-01-01,2,7,7,8,8,7,5,4,4,4,3,2,1,3,3,3,0,5,3,1,2,4,3,1,5,2,3,6,11,8,4,10,16,17,12,21,22,27,31,44,34,42,49,72,57,55,74,62,73,86,88,81,74,88,72,82,78,81,75,63,76,72,77,54,71,62,67,53,46,52,48,45,39,36,39,40,46,34,30,24,31,22,22,28,29,35,36,23,21,12,11,9,7,5,8,7,6,VIC,96,3036,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3551,6093,2025-01-01,3,2,4,6,4,0,2,1,0,2,1,1,0,1,1,0,0,1,0,1,0,1,2,0,1,2,1,1,9,4,2,2,4,8,8,6,12,13,11,12,16,12,10,10,9,10,34,20,13,20,20,30,17,28,21,24,17,27,20,24,20,27,22,13,20,21,23,17,12,31,17,11,19,14,21,14,15,18,16,20,15,12,19,7,14,8,9,16,5,7,4,5,3,2,1,2,3,VIC,96,1011,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3552,6093,2025-01-01,4,20,18,14,18,11,7,12,9,5,3,9,3,3,6,3,8,0,6,4,3,7,4,2,8,4,6,9,11,5,10,7,15,12,12,16,27,28,34,42,50,58,51,69,61,70,74,78,72,78,69,71,91,70,80,90,61,77,72,61,68,72,59,53,48,55,55,55,50,36,36,38,31,41,33,31,35,33,42,40,35,39,29,19,32,32,32,24,18,19,9,19,6,4,7,4,2,VIC,96,3065,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3553,6093,2025-01-01,5,6,4,5,2,2,2,4,5,0,2,2,2,1,2,1,4,0,1,0,1,2,0,1,4,0,2,3,4,1,0,2,2,1,1,2,4,2,5,3,3,8,2,6,7,15,12,9,11,12,11,12,23,9,13,10,7,15,17,12,14,18,16,17,13,11,8,12,14,9,8,11,8,9,9,6,11,6,9,8,7,16,8,8,7,8,11,7,6,5,5,2,1,1,0,0,2,VIC,96,610,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3554,6093,2025-01-01,6,3,2,3,4,2,3,2,2,0,0,0,1,0,3,2,2,1,0,0,0,0,0,0,3,2,1,1,3,0,4,2,3,2,5,3,6,6,5,12,10,8,14,4,10,13,12,18,20,20,17,13,10,13,14,16,13,10,11,13,15,15,29,17,15,10,11,9,13,12,8,17,10,11,9,10,9,13,7,12,6,11,11,5,8,4,5,4,2,4,3,2,0,2,2,2,2,VIC,96,672,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3555,6093,2025-01-01,7,7,2,4,2,7,2,2,1,4,1,1,1,2,3,0,0,1,0,1,1,0,0,0,0,0,0,1,5,3,3,2,7,5,5,8,9,4,8,8,11,11,11,11,18,15,13,19,13,14,14,16,16,10,18,16,18,19,18,20,18,8,17,12,11,10,10,14,15,17,11,7,3,10,9,6,11,7,14,8,3,7,7,6,10,6,4,3,3,3,3,2,4,2,1,0,1,VIC,96,694,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3556,6093,2025-01-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3557,6093,2025-01-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3558,6093,2025-01-01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3559,6093,2025-01-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3560,6093,2025-01-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3561,6093,2025-01-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3562,6093,2025-01-01,14,5,5,6,11,7,5,3,1,3,3,1,5,1,2,4,0,3,2,2,1,1,4,1,3,4,1,2,6,3,6,8,13,7,4,5,9,17,15,16,22,27,23,37,36,31,43,49,39,56,54,53,57,49,45,38,40,41,36,35,45,43,44,35,32,36,33,33,30,28,32,27,28,22,21,24,19,29,16,20,16,15,16,12,16,15,13,14,8,14,7,6,4,6,3,4,3,VIC,96,1775,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3563,6093,2025-01-01,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,VIC,96,0,96,MIDLAND HWY/ST GEORGES        SHEPPARTON
3564,6093,2025-01-01,16,8,10,5,5,2,2,4,3,4,2,2,3,5,1,1,1,3,0,2,6,2,1,6,4,3,4,7,9,6,6,6,6,7,4,5,8,13,17,13,17,18,18,20,14,17,18,25,31,21,32,25,35,20,18,17,21,28,23,24,25,31,32,33,28,23,14,17,23,30,15,20,24,14,12,27,20,22,15,20,16,12,15,10,14,12,32,12,9,7,9,4,11,3,3,5,2,VIC,96,1259,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3565,6093,2025-01-01,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
3566,6093,2025-01-01,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,VIC,96,2,0,MIDLAND HWY/ST GEORGES        SHEPPARTON
